"#",Station,RSP/KL,RSP/L
1,Gelephu Town,47956.98,47.96
2,Sarpang,48016.98,48.02
3,Dagapela,49546.4,49.55
4,Tsirang,49052.93,49.05
5,Zhemgang,52149.01,52.15
6,Trongsa,51139.88,51.14
7,Bumthang,51497.41,51.5
8,Dagana,50012.89,50.01
9,Lhamoizingkha,51190.69,51.19
10,Dangdung,51343.22,51.34
11,Panbang,49509.51,49.51
12,Tingtibi,49684.94,49.68
