"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2021-10-16#StationRSP/KLRSP/L1Gelephu Town76113.6376.112Sarpang76469.8676.473Dagapela77854.6277.854Tsirang77381.2777.385Zhemgang80500.2180.56Trongsa79481.1579.487Bumthang79944.5279.948Dagana78359.1378.369Lhamoizingkha79087.2979.0910Dangdung79587.8379.5911Panbang77666.1677.6712Tingtibi77888.0577.89",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,76113.63,76.11
2,Sarpang,76469.86,76.47
3,Dagapela,77854.62,77.85
4,Tsirang,77381.27,77.38
5,Zhemgang,80500.21,80.5
6,Trongsa,79481.15,79.48
7,Bumthang,79944.52,79.94
8,Dagana,78359.13,78.36
9,Lhamoizingkha,79087.29,79.09
10,Dangdung,79587.83,79.59
11,Panbang,77666.16,77.67
12,Tingtibi,77888.05,77.89
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2021-10-16#StationRSP/KLRSP/L1Gelephu Town76113.6376.112Sarpang76469.8676.473Dagapela77854.6277.854Tsirang77381.2777.385Zhemgang80500.2180.56Trongsa79481.1579.487Bumthang79944.5279.948Dagana78359.1378.369Lhamoizingkha79087.2979.0910Dangdung79587.8379.5911Panbang77666.1677.6712Tingtibi77888.0577.89",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,76113.63,76.11
2,Sarpang,76469.86,76.47
3,Dagapela,77854.62,77.85
4,Tsirang,77381.27,77.38
5,Zhemgang,80500.21,80.5
6,Trongsa,79481.15,79.48
7,Bumthang,79944.52,79.94
8,Dagana,78359.13,78.36
9,Lhamoizingkha,79087.29,79.09
10,Dangdung,79587.83,79.59
11,Panbang,77666.16,77.67
12,Tingtibi,77888.05,77.89
