"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-10-16#StationRSP/KLRSP/L1Lobesa81552.4981.552Phuentsholing79321.2979.323Rinchending79401.7579.44Pasakha79455.3979.465Chimakothi81127.981.136Chubachu81564.9181.567Paro Shaba81590.3281.598Haa82461.6982.469Wangdue Zero Point81641.8981.6410Beychu81865.3981.8711Samtse Checkpost78866.5278.8712Sipsoo80513.5480.5113Pagli78926.2578.9314Gedu80725.0780.7315Mitsina81552.4981.5516Khuruthang81610.7881.6117Gasa83216.9583.2218Dorokha80315.6280.3219Langdru (Khasadrapchu)81412.9381.4120Chanzamtok81564.9181.5621Gomtu Phuentshopelri78926.2578.9322Motithang81564.9181.5623Lungtenzampa81564.9181.5624Olakha81564.9181.5625Samtse Town78866.5278.8726Langlitsawa81865.3981.8727Gomtu78926.2578.9328Phuentsholing Truck Parking79321.2979.3229Phuentsholing Dungkhag Office79321.2979.3230Phuentsholing Near MDP79321.2979.32",,,
"#",Station,RSP/KL,RSP/L
1,Lobesa,81552.49,81.55
2,Phuentsholing,79321.29,79.32
3,Rinchending,79401.75,79.4
4,Pasakha,79455.39,79.46
5,Chimakothi,81127.9,81.13
6,Chubachu,81564.91,81.56
7,Paro Shaba,81590.32,81.59
8,Haa,82461.69,82.46
9,Wangdue Zero Point,81641.89,81.64
10,Beychu,81865.39,81.87
11,Samtse Checkpost,78866.52,78.87
12,Sipsoo,80513.54,80.51
13,Pagli,78926.25,78.93
14,Gedu,80725.07,80.73
15,Mitsina,81552.49,81.55
16,Khuruthang,81610.78,81.61
17,Gasa,83216.95,83.22
18,Dorokha,80315.62,80.32
19,Langdru (Khasadrapchu),81412.93,81.41
20,Chanzamtok,81564.91,81.56
21,Gomtu Phuentshopelri,78926.25,78.93
22,Motithang,81564.91,81.56
23,Lungtenzampa,81564.91,81.56
24,Olakha,81564.91,81.56
25,Samtse Town,78866.52,78.87
26,Langlitsawa,81865.39,81.87
27,Gomtu,78926.25,78.93
28,Phuentsholing Truck Parking,79321.29,79.32
29,Phuentsholing Dungkhag Office,79321.29,79.32
30,Phuentsholing Near MDP,79321.29,79.32
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-10-16#StationRSP/KLRSP/L1Lobesa81552.4981.552Phuentsholing79321.2979.323Rinchending79401.7579.44Pasakha79455.3979.465Chimakothi81127.981.136Chubachu81564.9181.567Paro Shaba81590.3281.598Haa82461.6982.469Wangdue Zero Point81641.8981.6410Beychu81865.3981.8711Samtse Checkpost78866.5278.8712Sipsoo80513.5480.5113Pagli78926.2578.9314Gedu80725.0780.7315Mitsina81552.4981.5516Khuruthang81610.7881.6117Gasa83216.9583.2218Dorokha80315.6280.3219Langdru (Khasadrapchu)81412.9381.4120Chanzamtok81564.9181.5621Gomtu Phuentshopelri78926.2578.9322Motithang81564.9181.5623Lungtenzampa81564.9181.5624Olakha81564.9181.5625Samtse Town78866.5278.8726Langlitsawa81865.3981.8727Gomtu78926.2578.9328Phuentsholing Truck Parking79321.2979.3229Phuentsholing Dungkhag Office79321.2979.3230Phuentsholing Near MDP79321.2979.32",,,
"#",Station,RSP/KL,RSP/L
1,Lobesa,81552.49,81.55
2,Phuentsholing,79321.29,79.32
3,Rinchending,79401.75,79.4
4,Pasakha,79455.39,79.46
5,Chimakothi,81127.9,81.13
6,Chubachu,81564.91,81.56
7,Paro Shaba,81590.32,81.59
8,Haa,82461.69,82.46
9,Wangdue Zero Point,81641.89,81.64
10,Beychu,81865.39,81.87
11,Samtse Checkpost,78866.52,78.87
12,Sipsoo,80513.54,80.51
13,Pagli,78926.25,78.93
14,Gedu,80725.07,80.73
15,Mitsina,81552.49,81.55
16,Khuruthang,81610.78,81.61
17,Gasa,83216.95,83.22
18,Dorokha,80315.62,80.32
19,Langdru (Khasadrapchu),81412.93,81.41
20,Chanzamtok,81564.91,81.56
21,Gomtu Phuentshopelri,78926.25,78.93
22,Motithang,81564.91,81.56
23,Lungtenzampa,81564.91,81.56
24,Olakha,81564.91,81.56
25,Samtse Town,78866.52,78.87
26,Langlitsawa,81865.39,81.87
27,Gomtu,78926.25,78.93
28,Phuentsholing Truck Parking,79321.29,79.32
29,Phuentsholing Dungkhag Office,79321.29,79.32
30,Phuentsholing Near MDP,79321.29,79.32
