"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2021-05-01#StationRSP/KLRSP/L1Gelephu Town62796.9662.82Sarpang62875.6862.883Dagapela64466.2764.474Tsirang63983.463.985Zhemgang67091.5267.096Trongsa66077.1666.087Bumthang66490.4866.498Dagana64952.7964.959Lhamoizingkha65840.1165.8410Dangdung66229.5666.2311Panbang64349.4964.3512Tingtibi64549.464.55",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,62796.96,62.8
2,Sarpang,62875.68,62.88
3,Dagapela,64466.27,64.47
4,Tsirang,63983.4,63.98
5,Zhemgang,67091.52,67.09
6,Trongsa,66077.16,66.08
7,Bumthang,66490.48,66.49
8,Dagana,64952.79,64.95
9,Lhamoizingkha,65840.11,65.84
10,Dangdung,66229.56,66.23
11,Panbang,64349.49,64.35
12,Tingtibi,64549.4,64.55
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2021-05-01#StationRSP/KLRSP/L1Gelephu Town62796.9662.82Sarpang62875.6862.883Dagapela64466.2764.474Tsirang63983.463.985Zhemgang67091.5267.096Trongsa66077.1666.087Bumthang66490.4866.498Dagana64952.7964.959Lhamoizingkha65840.1165.8410Dangdung66229.5666.2311Panbang64349.4964.3512Tingtibi64549.464.55",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,62796.96,62.8
2,Sarpang,62875.68,62.88
3,Dagapela,64466.27,64.47
4,Tsirang,63983.4,63.98
5,Zhemgang,67091.52,67.09
6,Trongsa,66077.16,66.08
7,Bumthang,66490.48,66.49
8,Dagana,64952.79,64.95
9,Lhamoizingkha,65840.11,65.84
10,Dangdung,66229.56,66.23
11,Panbang,64349.49,64.35
12,Tingtibi,64549.4,64.55
