"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,52181.66,52.18
2,Nganglam Potonala,52226.72,52.23
3,Wamrong,53596.83,53.6
4,Trashigang,53881.52,53.88
5,Trashiyangtse,54773.51,54.77
6,Mongar,54939.97,54.94
7,Gyelposing,54933.17,54.93
8,Kanglung,54053.15,54.05
9,Pemagatshel,53472.93,53.47
10,Lhuntse,55471.33,55.47
11,Jomotsangkha,52181.66,52.18
12,Autsho,55118.64,55.12
13,Doksum,54161.68,54.16
14,Bhangtar,52789.58,52.79
15,Rangjung,54158.16,54.16
