"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-05-16#StationRSP/KLRSP/L1Phuentsholing69356.0269.362Rinchending69427.1269.433Pasakha69490.1269.494Chimakothi71040.6771.045Lungtenzampa71328.7571.336Paro Town71501.1371.57Haa72327.5572.338Bajo Town71619.0271.629Beychu71842.5271.8410Samtse Town68901.6668.911Sipsoo70534.6470.5312Gomtu68961.2868.9613Gedu70635.6470.6414Lobesa71510.2771.5115Khuruthang71590.7371.5916Gasa73092.5173.09",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,69356.02,69.36
2,Rinchending,69427.12,69.43
3,Pasakha,69490.12,69.49
4,Chimakothi,71040.67,71.04
5,Lungtenzampa,71328.75,71.33
6,Paro Town,71501.13,71.5
7,Haa,72327.55,72.33
8,Bajo Town,71619.02,71.62
9,Beychu,71842.52,71.84
10,Samtse Town,68901.66,68.9
11,Sipsoo,70534.64,70.53
12,Gomtu,68961.28,68.96
13,Gedu,70635.64,70.64
14,Lobesa,71510.27,71.51
15,Khuruthang,71590.73,71.59
16,Gasa,73092.51,73.09
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-05-16#StationRSP/KLRSP/L1Phuentsholing69356.0269.362Rinchending69427.1269.433Pasakha69490.1269.494Chimakothi71040.6771.045Lungtenzampa71328.7571.336Paro Town71501.1371.57Haa72327.5572.338Bajo Town71619.0271.629Beychu71842.5271.8410Samtse Town68901.6668.911Sipsoo70534.6470.5312Gomtu68961.2868.9613Gedu70635.6470.6414Lobesa71510.2771.5115Khuruthang71590.7371.5916Gasa73092.5173.09",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,69356.02,69.36
2,Rinchending,69427.12,69.43
3,Pasakha,69490.12,69.49
4,Chimakothi,71040.67,71.04
5,Lungtenzampa,71328.75,71.33
6,Paro Town,71501.13,71.5
7,Haa,72327.55,72.33
8,Bajo Town,71619.02,71.62
9,Beychu,71842.52,71.84
10,Samtse Town,68901.66,68.9
11,Sipsoo,70534.64,70.53
12,Gomtu,68961.28,68.96
13,Gedu,70635.64,70.64
14,Lobesa,71510.27,71.51
15,Khuruthang,71590.73,71.59
16,Gasa,73092.51,73.09
