"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-09-28#StationRSP/KLRSP/L1Ramtokto75304.8775.32Chamkuna LAP,Phuntsholing73229.1973.23",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,75304.87,75.3
2,"Chamkuna LAP,Phuntsholing",73229.19,73.23
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-09-28#StationRSP/KLRSP/L1Ramtokto75304.8775.32Chamkuna LAP,Phuntsholing73229.1973.23",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,75304.87,75.3
2,"Chamkuna LAP,Phuntsholing",73229.19,73.23
