"#",Station,RSP/KL,RSP/L
1,Phuentsholing,61540.9,61.54
2,Rinchending,61612,61.61
3,Pasakha,61675,61.67
4,Chimakothi,63129.91,63.13
5,Lungtenzampa,63424.35,63.42
6,Paro Town,63588.83,63.59
7,Haa,64380,64.38
8,Bajo Town,63758.73,63.76
9,Beychu,63982.23,63.98
10,Samtse Town,62097.5,62.1
11,Sipsoo,62708.83,62.71
12,Gomtu,61929.35,61.93
13,Gedu,62723.14,62.72
14,Lobesa,63652.2,63.65
15,Khuruthang,63732.66,63.73
16,Gasa,65152.57,65.15
