"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,58320.33,58.32
2,Nganglam,58320.33,58.32
3,Wamrong,59799.2,59.8
4,Trashigang,60031.08,60.03
5,Trashiyangtse,60972.25,60.97
6,Mongar,61118.96,61.12
7,Gyelposing,61072.67,61.07
8,Kanglung,60246.97,60.25
9,Pemagatshel,59659.33,59.66
10,Lhuntse,61633.6,61.63
11,Jomotsangkha,57028.12,57.03
12,Autsho,61271.84,61.27
13,Doksum,60318.06,60.32
14,Bhangtar,58928.25,58.93
15,Rangjung,60322.7,60.32
