"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,53104.18,53.1
2,Nganglam Potonala,53149.22,53.15
3,Wamrong,54528.92,54.53
4,Trashigang,54805.68,54.81
5,Trashiyangtse,55705.06,55.71
6,Mongar,55868.55,55.87
7,Gyelposing,55855.81,55.86
8,Kanglung,54983.95,54.98
9,Pemagatshel,54402.62,54.4
10,Lhuntse,56397.4,56.4
11,Jomotsangkha,53104.18,53.1
12,Autsho,56043.34,56.04
13,Doksum,55086.86,55.09
14,Bhangtar,53712.1,53.71
15,Rangjung,55084.57,55.08
