"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2021-10-16#StationRSP/KLRSP/L1Phuentsholing78079.1678.082Rinchending78159.6278.163Pasakha78213.2678.214Chimakothi79609.0279.615Lungtenzampa80064.4380.066Paro Town80066.9980.077Haa80836.3580.848Bajo Town80269.0580.279Beychu80492.5580.4910Samtse Town77625.9277.6311Sipsoo79240.4879.2412Gomtu77685.3777.6913Gedu79201.1879.214Khuruthang80244.3580.2415Gasa81613.6381.6116Motithang80064.4380.0617Olakha80064.4380.0618Paro NIE Bridge80066.9980.0719Langlitsawa80492.5580.4920Wangdue Zero Point80269.0580.2721Phuentsholing Main gate78079.1678.08",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,78079.16,78.08
2,Rinchending,78159.62,78.16
3,Pasakha,78213.26,78.21
4,Chimakothi,79609.02,79.61
5,Lungtenzampa,80064.43,80.06
6,Paro Town,80066.99,80.07
7,Haa,80836.35,80.84
8,Bajo Town,80269.05,80.27
9,Beychu,80492.55,80.49
10,Samtse Town,77625.92,77.63
11,Sipsoo,79240.48,79.24
12,Gomtu,77685.37,77.69
13,Gedu,79201.18,79.2
14,Khuruthang,80244.35,80.24
15,Gasa,81613.63,81.61
16,Motithang,80064.43,80.06
17,Olakha,80064.43,80.06
18,Paro NIE Bridge,80066.99,80.07
19,Langlitsawa,80492.55,80.49
20,Wangdue Zero Point,80269.05,80.27
21,Phuentsholing Main gate,78079.16,78.08
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2021-10-16#StationRSP/KLRSP/L1Phuentsholing78079.1678.082Rinchending78159.6278.163Pasakha78213.2678.214Chimakothi79609.0279.615Lungtenzampa80064.4380.066Paro Town80066.9980.077Haa80836.3580.848Bajo Town80269.0580.279Beychu80492.5580.4910Samtse Town77625.9277.6311Sipsoo79240.4879.2412Gomtu77685.3777.6913Gedu79201.1879.214Khuruthang80244.3580.2415Gasa81613.6381.6116Motithang80064.4380.0617Olakha80064.4380.0618Paro NIE Bridge80066.9980.0719Langlitsawa80492.5580.4920Wangdue Zero Point80269.0580.2721Phuentsholing Main gate78079.1678.08",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,78079.16,78.08
2,Rinchending,78159.62,78.16
3,Pasakha,78213.26,78.21
4,Chimakothi,79609.02,79.61
5,Lungtenzampa,80064.43,80.06
6,Paro Town,80066.99,80.07
7,Haa,80836.35,80.84
8,Bajo Town,80269.05,80.27
9,Beychu,80492.55,80.49
10,Samtse Town,77625.92,77.63
11,Sipsoo,79240.48,79.24
12,Gomtu,77685.37,77.69
13,Gedu,79201.18,79.2
14,Khuruthang,80244.35,80.24
15,Gasa,81613.63,81.61
16,Motithang,80064.43,80.06
17,Olakha,80064.43,80.06
18,Paro NIE Bridge,80066.99,80.07
19,Langlitsawa,80492.55,80.49
20,Wangdue Zero Point,80269.05,80.27
21,Phuentsholing Main gate,78079.16,78.08
