"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2022-02-01#StationRSP/KLRSP/L1Nganglam76277.1776.282Samdrup Jongkhar Gate76492.5776.493Nganglam Potonala76277.1776.284Wamrong77942.9177.945Trashigang78198.4578.26Trashiyangtse79117.5979.127Mongar79273.1479.278Gyelposing79244.5379.249Kanglung78394.5178.3910Pemagatshel77810.277.8111Lhuntse79795.2779.812Jomotsangkha76492.5776.4913Autsho79437.5779.4414Doksum78482.3778.4815Bhangtar77100.4977.116Rangjung78483.3678.4817Samdrup Jongkhar Upper Town76492.5776.49",,,
"#",Station,RSP/KL,RSP/L
1,Nganglam,76277.17,76.28
2,Samdrup Jongkhar Gate,76492.57,76.49
3,Nganglam Potonala,76277.17,76.28
4,Wamrong,77942.91,77.94
5,Trashigang,78198.45,78.2
6,Trashiyangtse,79117.59,79.12
7,Mongar,79273.14,79.27
8,Gyelposing,79244.53,79.24
9,Kanglung,78394.51,78.39
10,Pemagatshel,77810.2,77.81
11,Lhuntse,79795.27,79.8
12,Jomotsangkha,76492.57,76.49
13,Autsho,79437.57,79.44
14,Doksum,78482.37,78.48
15,Bhangtar,77100.49,77.1
16,Rangjung,78483.36,78.48
17,Samdrup Jongkhar Upper Town,76492.57,76.49
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2022-02-01#StationRSP/KLRSP/L1Nganglam76277.1776.282Samdrup Jongkhar Gate76492.5776.493Nganglam Potonala76277.1776.284Wamrong77942.9177.945Trashigang78198.4578.26Trashiyangtse79117.5979.127Mongar79273.1479.278Gyelposing79244.5379.249Kanglung78394.5178.3910Pemagatshel77810.277.8111Lhuntse79795.2779.812Jomotsangkha76492.5776.4913Autsho79437.5779.4414Doksum78482.3778.4815Bhangtar77100.4977.116Rangjung78483.3678.4817Samdrup Jongkhar Upper Town76492.5776.49",,,
"#",Station,RSP/KL,RSP/L
1,Nganglam,76277.17,76.28
2,Samdrup Jongkhar Gate,76492.57,76.49
3,Nganglam Potonala,76277.17,76.28
4,Wamrong,77942.91,77.94
5,Trashigang,78198.45,78.2
6,Trashiyangtse,79117.59,79.12
7,Mongar,79273.14,79.27
8,Gyelposing,79244.53,79.24
9,Kanglung,78394.51,78.39
10,Pemagatshel,77810.2,77.81
11,Lhuntse,79795.27,79.8
12,Jomotsangkha,76492.57,76.49
13,Autsho,79437.57,79.44
14,Doksum,78482.37,78.48
15,Bhangtar,77100.49,77.1
16,Rangjung,78483.36,78.48
17,Samdrup Jongkhar Upper Town,76492.57,76.49
