"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2021-10-01#StationRSP/KLRSP/L1Nganglam72354.572.352Samdrup Jongkhar Gate72744.7472.743Nganglam Potonala72354.572.354Wamrong74373.2974.375Trashigang74481.0974.486Trashiyangtse75537.8175.547Mongar75638.1275.648Gyelposing75499.0375.59Kanglung74800.9774.810Pemagatshel74195.9274.211Lhuntse76113.4876.1112Jomotsangkha72744.7472.7413Autsho75730.3875.7314Doksum74784.0674.7815Bhangtar73352.6673.3516Rangjung74807.9174.8117Samdrup Jongkhar Upper Town72744.7472.74",,,
"#",Station,RSP/KL,RSP/L
1,Nganglam,72354.5,72.35
2,Samdrup Jongkhar Gate,72744.74,72.74
3,Nganglam Potonala,72354.5,72.35
4,Wamrong,74373.29,74.37
5,Trashigang,74481.09,74.48
6,Trashiyangtse,75537.81,75.54
7,Mongar,75638.12,75.64
8,Gyelposing,75499.03,75.5
9,Kanglung,74800.97,74.8
10,Pemagatshel,74195.92,74.2
11,Lhuntse,76113.48,76.11
12,Jomotsangkha,72744.74,72.74
13,Autsho,75730.38,75.73
14,Doksum,74784.06,74.78
15,Bhangtar,73352.66,73.35
16,Rangjung,74807.91,74.81
17,Samdrup Jongkhar Upper Town,72744.74,72.74
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2021-10-01#StationRSP/KLRSP/L1Nganglam72354.572.352Samdrup Jongkhar Gate72744.7472.743Nganglam Potonala72354.572.354Wamrong74373.2974.375Trashigang74481.0974.486Trashiyangtse75537.8175.547Mongar75638.1275.648Gyelposing75499.0375.59Kanglung74800.9774.810Pemagatshel74195.9274.211Lhuntse76113.4876.1112Jomotsangkha72744.7472.7413Autsho75730.3875.7314Doksum74784.0674.7815Bhangtar73352.6673.3516Rangjung74807.9174.8117Samdrup Jongkhar Upper Town72744.7472.74",,,
"#",Station,RSP/KL,RSP/L
1,Nganglam,72354.5,72.35
2,Samdrup Jongkhar Gate,72744.74,72.74
3,Nganglam Potonala,72354.5,72.35
4,Wamrong,74373.29,74.37
5,Trashigang,74481.09,74.48
6,Trashiyangtse,75537.81,75.54
7,Mongar,75638.12,75.64
8,Gyelposing,75499.03,75.5
9,Kanglung,74800.97,74.8
10,Pemagatshel,74195.92,74.2
11,Lhuntse,76113.48,76.11
12,Jomotsangkha,72744.74,72.74
13,Autsho,75730.38,75.73
14,Doksum,74784.06,74.78
15,Bhangtar,73352.66,73.35
16,Rangjung,74807.91,74.81
17,Samdrup Jongkhar Upper Town,72744.74,72.74
