"#",Station,RSP/KL,RSP/L
1,Phuentsholing,36306.3,36.31
2,Rinchending,36386.76,36.39
3,Pasakha,36440.4,36.44
4,Chimakothi,37470.12,37.47
5,Lungtenzampa,37949.85,37.95
6,Paro Town,37922.19,37.92
7,Haa,38556.63,38.56
8,Bajo Town,38323.31,38.32
9,Beychu,38546.81,38.55
10,Samtse Town,36329.57,36.33
11,Sipsoo,37426.7,37.43
12,Gomtu,36283.05,36.28
13,Gedu,37055.64,37.06
14,Lobesa,38226.62,38.23
15,Khuruthang,38307.08,38.31
16,Gasa,39363.03,39.36
