"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2022-03-01#StationRSP/KLRSP/L1Phuentsholing81365.6881.372Rinchending81446.1481.453Pasakha81499.7881.54Chimakothi82924.3482.925Lungtenzampa83377.8383.386Paro Town83382.7783.387Haa84162.7584.168Bajo Town83569.1883.579Beychu83792.6883.7910Samtse Town80869.8280.8711Sipsoo82530.2182.5312Gomtu80928.1580.9313Gedu82517.0282.5214Khuruthang83543.8183.5415Gasa84937.7384.9416Motithang83377.8383.3817Olakha83377.8383.3818Paro NIE Bridge83382.7783.3819Langlitsawa83792.6883.7920Wangdue Zero Point83569.1883.5721Phuentsholing Main gate81365.6881.37",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,81365.68,81.37
2,Rinchending,81446.14,81.45
3,Pasakha,81499.78,81.5
4,Chimakothi,82924.34,82.92
5,Lungtenzampa,83377.83,83.38
6,Paro Town,83382.77,83.38
7,Haa,84162.75,84.16
8,Bajo Town,83569.18,83.57
9,Beychu,83792.68,83.79
10,Samtse Town,80869.82,80.87
11,Sipsoo,82530.21,82.53
12,Gomtu,80928.15,80.93
13,Gedu,82517.02,82.52
14,Khuruthang,83543.81,83.54
15,Gasa,84937.73,84.94
16,Motithang,83377.83,83.38
17,Olakha,83377.83,83.38
18,Paro NIE Bridge,83382.77,83.38
19,Langlitsawa,83792.68,83.79
20,Wangdue Zero Point,83569.18,83.57
21,Phuentsholing Main gate,81365.68,81.37
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2022-03-01#StationRSP/KLRSP/L1Phuentsholing81365.6881.372Rinchending81446.1481.453Pasakha81499.7881.54Chimakothi82924.3482.925Lungtenzampa83377.8383.386Paro Town83382.7783.387Haa84162.7584.168Bajo Town83569.1883.579Beychu83792.6883.7910Samtse Town80869.8280.8711Sipsoo82530.2182.5312Gomtu80928.1580.9313Gedu82517.0282.5214Khuruthang83543.8183.5415Gasa84937.7384.9416Motithang83377.8383.3817Olakha83377.8383.3818Paro NIE Bridge83382.7783.3819Langlitsawa83792.6883.7920Wangdue Zero Point83569.1883.5721Phuentsholing Main gate81365.6881.37",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,81365.68,81.37
2,Rinchending,81446.14,81.45
3,Pasakha,81499.78,81.5
4,Chimakothi,82924.34,82.92
5,Lungtenzampa,83377.83,83.38
6,Paro Town,83382.77,83.38
7,Haa,84162.75,84.16
8,Bajo Town,83569.18,83.57
9,Beychu,83792.68,83.79
10,Samtse Town,80869.82,80.87
11,Sipsoo,82530.21,82.53
12,Gomtu,80928.15,80.93
13,Gedu,82517.02,82.52
14,Khuruthang,83543.81,83.54
15,Gasa,84937.73,84.94
16,Motithang,83377.83,83.38
17,Olakha,83377.83,83.38
18,Paro NIE Bridge,83382.77,83.38
19,Langlitsawa,83792.68,83.79
20,Wangdue Zero Point,83569.18,83.57
21,Phuentsholing Main gate,81365.68,81.37
