"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2022-03-01#StationRSP/KLRSP/L1Phuentsholing82242.4482.242Rinchending82322.982.323Pasakha82376.5482.384Chimakothi84084.884.085Lungtenzampa84519.4384.526Paro Town84547.884.557Haa85432.3485.438Bajo Town84579.9384.589Beychu84803.4384.810Samtse Town81745.3581.7511Sipsoo83438.6983.4412Gomtu81803.8381.813Gedu83682.6283.6814Khuruthang84547.9984.5515Gasa86184.7586.1816Motithang84519.4384.5217Olakha84519.4384.5218Paro NIE Bridge84547.884.5519Langlitsawa84803.4384.820Wangdue Zero Point84579.9384.5821Phuentsholing Main gate82242.4482.24",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,82242.44,82.24
2,Rinchending,82322.9,82.32
3,Pasakha,82376.54,82.38
4,Chimakothi,84084.8,84.08
5,Lungtenzampa,84519.43,84.52
6,Paro Town,84547.8,84.55
7,Haa,85432.34,85.43
8,Bajo Town,84579.93,84.58
9,Beychu,84803.43,84.8
10,Samtse Town,81745.35,81.75
11,Sipsoo,83438.69,83.44
12,Gomtu,81803.83,81.8
13,Gedu,83682.62,83.68
14,Khuruthang,84547.99,84.55
15,Gasa,86184.75,86.18
16,Motithang,84519.43,84.52
17,Olakha,84519.43,84.52
18,Paro NIE Bridge,84547.8,84.55
19,Langlitsawa,84803.43,84.8
20,Wangdue Zero Point,84579.93,84.58
21,Phuentsholing Main gate,82242.44,82.24
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2022-03-01#StationRSP/KLRSP/L1Phuentsholing82242.4482.242Rinchending82322.982.323Pasakha82376.5482.384Chimakothi84084.884.085Lungtenzampa84519.4384.526Paro Town84547.884.557Haa85432.3485.438Bajo Town84579.9384.589Beychu84803.4384.810Samtse Town81745.3581.7511Sipsoo83438.6983.4412Gomtu81803.8381.813Gedu83682.6283.6814Khuruthang84547.9984.5515Gasa86184.7586.1816Motithang84519.4384.5217Olakha84519.4384.5218Paro NIE Bridge84547.884.5519Langlitsawa84803.4384.820Wangdue Zero Point84579.9384.5821Phuentsholing Main gate82242.4482.24",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,82242.44,82.24
2,Rinchending,82322.9,82.32
3,Pasakha,82376.54,82.38
4,Chimakothi,84084.8,84.08
5,Lungtenzampa,84519.43,84.52
6,Paro Town,84547.8,84.55
7,Haa,85432.34,85.43
8,Bajo Town,84579.93,84.58
9,Beychu,84803.43,84.8
10,Samtse Town,81745.35,81.75
11,Sipsoo,83438.69,83.44
12,Gomtu,81803.83,81.8
13,Gedu,83682.62,83.68
14,Khuruthang,84547.99,84.55
15,Gasa,86184.75,86.18
16,Motithang,84519.43,84.52
17,Olakha,84519.43,84.52
18,Paro NIE Bridge,84547.8,84.55
19,Langlitsawa,84803.43,84.8
20,Wangdue Zero Point,84579.93,84.58
21,Phuentsholing Main gate,82242.44,82.24
