"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,33715.75,33.72
2,Sarpang,34018.47,34.02
3,Dagapela,35228.51,35.23
4,Tsirang,34724.86,34.72
5,Zhemgang,35395.57,35.4
6,Trongsa,36376.16,36.38
7,Bumthang,37109.27,37.11
8,Dagana,35675.78,35.68
9,Lhamoizingkha,34719.97,34.72
10,Dangdung,37057.5,37.06
11,Panbang,35268.28,35.27
12,Tingtibi,34843.5,34.84
