"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2022-02-16#StationRSP/KLRSP/L1Lobesa81341.7581.342Phuentsholing79236.4779.243Rinchending79316.9379.324Pasakha79370.5779.375Chimakothi80776.4780.786Chubachu81231.2181.237Paro Shaba81234.681.238Haa82007.782.019Wangdue Zero Point81431.1581.4310Beychu81654.6581.6511Samtse Checkpost79236.4779.2412Sipsoo80398.9280.413Pagli78798.9478.814Gedu80368.8180.3715Mitsina81341.7581.3416Khuruthang81406.2281.4117Gasa82784.1782.7818Dorokha80103.2780.119Langdru (Khasadrapchu)81079.2381.0820Chanzamtok81231.2181.2321Gomtu Phuentshopelri78798.9478.822Motithang81231.2181.2323Lungtenzampa81231.2181.2324Olakha81231.2181.2325Samtse Town79236.4779.2426Langlitsawa81654.6581.6527Gomtu78798.9478.828Phuentsholing Truck Parking79236.4779.2429Phuentsholing Dungkhag Office79236.4779.2430Phuentsholing Near MDP79236.4779.24",,,
"#",Station,RSP/KL,RSP/L
1,Lobesa,81341.75,81.34
2,Phuentsholing,79236.47,79.24
3,Rinchending,79316.93,79.32
4,Pasakha,79370.57,79.37
5,Chimakothi,80776.47,80.78
6,Chubachu,81231.21,81.23
7,Paro Shaba,81234.6,81.23
8,Haa,82007.7,82.01
9,Wangdue Zero Point,81431.15,81.43
10,Beychu,81654.65,81.65
11,Samtse Checkpost,79236.47,79.24
12,Sipsoo,80398.92,80.4
13,Pagli,78798.94,78.8
14,Gedu,80368.81,80.37
15,Mitsina,81341.75,81.34
16,Khuruthang,81406.22,81.41
17,Gasa,82784.17,82.78
18,Dorokha,80103.27,80.1
19,Langdru (Khasadrapchu),81079.23,81.08
20,Chanzamtok,81231.21,81.23
21,Gomtu Phuentshopelri,78798.94,78.8
22,Motithang,81231.21,81.23
23,Lungtenzampa,81231.21,81.23
24,Olakha,81231.21,81.23
25,Samtse Town,79236.47,79.24
26,Langlitsawa,81654.65,81.65
27,Gomtu,78798.94,78.8
28,Phuentsholing Truck Parking,79236.47,79.24
29,Phuentsholing Dungkhag Office,79236.47,79.24
30,Phuentsholing Near MDP,79236.47,79.24
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2022-02-16#StationRSP/KLRSP/L1Lobesa81341.7581.342Phuentsholing79236.4779.243Rinchending79316.9379.324Pasakha79370.5779.375Chimakothi80776.4780.786Chubachu81231.2181.237Paro Shaba81234.681.238Haa82007.782.019Wangdue Zero Point81431.1581.4310Beychu81654.6581.6511Samtse Checkpost79236.4779.2412Sipsoo80398.9280.413Pagli78798.9478.814Gedu80368.8180.3715Mitsina81341.7581.3416Khuruthang81406.2281.4117Gasa82784.1782.7818Dorokha80103.2780.119Langdru (Khasadrapchu)81079.2381.0820Chanzamtok81231.2181.2321Gomtu Phuentshopelri78798.9478.822Motithang81231.2181.2323Lungtenzampa81231.2181.2324Olakha81231.2181.2325Samtse Town79236.4779.2426Langlitsawa81654.6581.6527Gomtu78798.9478.828Phuentsholing Truck Parking79236.4779.2429Phuentsholing Dungkhag Office79236.4779.2430Phuentsholing Near MDP79236.4779.24",,,
"#",Station,RSP/KL,RSP/L
1,Lobesa,81341.75,81.34
2,Phuentsholing,79236.47,79.24
3,Rinchending,79316.93,79.32
4,Pasakha,79370.57,79.37
5,Chimakothi,80776.47,80.78
6,Chubachu,81231.21,81.23
7,Paro Shaba,81234.6,81.23
8,Haa,82007.7,82.01
9,Wangdue Zero Point,81431.15,81.43
10,Beychu,81654.65,81.65
11,Samtse Checkpost,79236.47,79.24
12,Sipsoo,80398.92,80.4
13,Pagli,78798.94,78.8
14,Gedu,80368.81,80.37
15,Mitsina,81341.75,81.34
16,Khuruthang,81406.22,81.41
17,Gasa,82784.17,82.78
18,Dorokha,80103.27,80.1
19,Langdru (Khasadrapchu),81079.23,81.08
20,Chanzamtok,81231.21,81.23
21,Gomtu Phuentshopelri,78798.94,78.8
22,Motithang,81231.21,81.23
23,Lungtenzampa,81231.21,81.23
24,Olakha,81231.21,81.23
25,Samtse Town,79236.47,79.24
26,Langlitsawa,81654.65,81.65
27,Gomtu,78798.94,78.8
28,Phuentsholing Truck Parking,79236.47,79.24
29,Phuentsholing Dungkhag Office,79236.47,79.24
30,Phuentsholing Near MDP,79236.47,79.24
