"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2022-02-16#StationRSP/KLRSP/L1Phuentsholing79747.4579.752Rinchending79827.9179.833Pasakha79881.5579.884Chimakothi81559.2781.565Lungtenzampa81995.94826Paro Town82021.7882.027Haa82895.0782.98Bajo Town82070.5282.079Beychu82294.0282.2910Samtse Town79250.3679.2511Sipsoo80940.2880.9412Gomtu79308.8579.3113Gedu81156.5481.1614Khuruthang82039.2882.0415Gasa83649.9183.6516Motithang81995.948217Olakha81995.948218Paro NIE Bridge82021.7882.0219Langlitsawa82294.0282.2920Wangdue Zero Point82070.5282.0721Phuentsholing Main gate79747.4579.75",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,79747.45,79.75
2,Rinchending,79827.91,79.83
3,Pasakha,79881.55,79.88
4,Chimakothi,81559.27,81.56
5,Lungtenzampa,81995.94,82
6,Paro Town,82021.78,82.02
7,Haa,82895.07,82.9
8,Bajo Town,82070.52,82.07
9,Beychu,82294.02,82.29
10,Samtse Town,79250.36,79.25
11,Sipsoo,80940.28,80.94
12,Gomtu,79308.85,79.31
13,Gedu,81156.54,81.16
14,Khuruthang,82039.28,82.04
15,Gasa,83649.91,83.65
16,Motithang,81995.94,82
17,Olakha,81995.94,82
18,Paro NIE Bridge,82021.78,82.02
19,Langlitsawa,82294.02,82.29
20,Wangdue Zero Point,82070.52,82.07
21,Phuentsholing Main gate,79747.45,79.75
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2022-02-16#StationRSP/KLRSP/L1Phuentsholing79747.4579.752Rinchending79827.9179.833Pasakha79881.5579.884Chimakothi81559.2781.565Lungtenzampa81995.94826Paro Town82021.7882.027Haa82895.0782.98Bajo Town82070.5282.079Beychu82294.0282.2910Samtse Town79250.3679.2511Sipsoo80940.2880.9412Gomtu79308.8579.3113Gedu81156.5481.1614Khuruthang82039.2882.0415Gasa83649.9183.6516Motithang81995.948217Olakha81995.948218Paro NIE Bridge82021.7882.0219Langlitsawa82294.0282.2920Wangdue Zero Point82070.5282.0721Phuentsholing Main gate79747.4579.75",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,79747.45,79.75
2,Rinchending,79827.91,79.83
3,Pasakha,79881.55,79.88
4,Chimakothi,81559.27,81.56
5,Lungtenzampa,81995.94,82
6,Paro Town,82021.78,82.02
7,Haa,82895.07,82.9
8,Bajo Town,82070.52,82.07
9,Beychu,82294.02,82.29
10,Samtse Town,79250.36,79.25
11,Sipsoo,80940.28,80.94
12,Gomtu,79308.85,79.31
13,Gedu,81156.54,81.16
14,Khuruthang,82039.28,82.04
15,Gasa,83649.91,83.65
16,Motithang,81995.94,82
17,Olakha,81995.94,82
18,Paro NIE Bridge,82021.78,82.02
19,Langlitsawa,82294.02,82.29
20,Wangdue Zero Point,82070.52,82.07
21,Phuentsholing Main gate,79747.45,79.75
