"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2021-05-16#StationRSP/KLRSP/L1Ramtokto68483.2568.48",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,68483.25,68.48
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2021-05-16#StationRSP/KLRSP/L1Ramtokto68483.2568.48",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,68483.25,68.48
