"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2021-06-16#StationRSP/KLRSP/L1Gelephu Forest Checkpost66934.6766.932Sarpang67311.467.313Dagapela68763.1268.764Tsirang68301.3968.35Zhemgang69019.7269.026Trongsa69979.669.987Bumthang70933.1870.938Dagana69289.5769.299Lhamoizingkha67944.0667.9410Dangdung70459.6370.4611Panbang68487.268.4912Tingtibi68159.268.16",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,66934.67,66.93
2,Sarpang,67311.4,67.31
3,Dagapela,68763.12,68.76
4,Tsirang,68301.39,68.3
5,Zhemgang,69019.72,69.02
6,Trongsa,69979.6,69.98
7,Bumthang,70933.18,70.93
8,Dagana,69289.57,69.29
9,Lhamoizingkha,67944.06,67.94
10,Dangdung,70459.63,70.46
11,Panbang,68487.2,68.49
12,Tingtibi,68159.2,68.16
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2021-06-16#StationRSP/KLRSP/L1Gelephu Forest Checkpost66934.6766.932Sarpang67311.467.313Dagapela68763.1268.764Tsirang68301.3968.35Zhemgang69019.7269.026Trongsa69979.669.987Bumthang70933.1870.938Dagana69289.5769.299Lhamoizingkha67944.0667.9410Dangdung70459.6370.4611Panbang68487.268.4912Tingtibi68159.268.16",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,66934.67,66.93
2,Sarpang,67311.4,67.31
3,Dagapela,68763.12,68.76
4,Tsirang,68301.39,68.3
5,Zhemgang,69019.72,69.02
6,Trongsa,69979.6,69.98
7,Bumthang,70933.18,70.93
8,Dagana,69289.57,69.29
9,Lhamoizingkha,67944.06,67.94
10,Dangdung,70459.63,70.46
11,Panbang,68487.2,68.49
12,Tingtibi,68159.2,68.16
