"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2021-11-16#StationRSP/KLRSP/L1Samdrup Jongkhar72649.2372.652Wamrong74071.0274.073Trashigang74350.2274.354Trashiyangtse75247.3275.255Mongar75411.7375.416Gyelposing75400.8275.47Kanglung74526.4574.538Pemagatshel73945.4673.959Lhuntse75941.3575.9410Jomotsangkha73505.2273.5111Autsho75587.7275.5912Doksum74631.0974.6313Bhangtar73257.1573.2614Rangjung74628.4274.63",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,72649.23,72.65
2,Wamrong,74071.02,74.07
3,Trashigang,74350.22,74.35
4,Trashiyangtse,75247.32,75.25
5,Mongar,75411.73,75.41
6,Gyelposing,75400.82,75.4
7,Kanglung,74526.45,74.53
8,Pemagatshel,73945.46,73.95
9,Lhuntse,75941.35,75.94
10,Jomotsangkha,73505.22,73.51
11,Autsho,75587.72,75.59
12,Doksum,74631.09,74.63
13,Bhangtar,73257.15,73.26
14,Rangjung,74628.42,74.63
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2021-11-16#StationRSP/KLRSP/L1Samdrup Jongkhar72649.2372.652Wamrong74071.0274.073Trashigang74350.2274.354Trashiyangtse75247.3275.255Mongar75411.7375.416Gyelposing75400.8275.47Kanglung74526.4574.538Pemagatshel73945.4673.959Lhuntse75941.3575.9410Jomotsangkha73505.2273.5111Autsho75587.7275.5912Doksum74631.0974.6313Bhangtar73257.1573.2614Rangjung74628.4274.63",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,72649.23,72.65
2,Wamrong,74071.02,74.07
3,Trashigang,74350.22,74.35
4,Trashiyangtse,75247.32,75.25
5,Mongar,75411.73,75.41
6,Gyelposing,75400.82,75.4
7,Kanglung,74526.45,74.53
8,Pemagatshel,73945.46,73.95
9,Lhuntse,75941.35,75.94
10,Jomotsangkha,73505.22,73.51
11,Autsho,75587.72,75.59
12,Doksum,74631.09,74.63
13,Bhangtar,73257.15,73.26
14,Rangjung,74628.42,74.63
