"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,47958.19,47.96
2,Sarpang,48278.89,48.28
3,Dagapela,49547.62,49.55
4,Tsirang,49054.14,49.05
5,Zhemgang,49736.42,49.74
6,Trongsa,50711.98,50.71
7,Bumthang,51498.63,51.5
8,Dagana,50014.11,50.01
9,Lhamoizingkha,48963.67,48.96
10,Dangdung,51344.43,51.34
11,Panbang,49510.72,49.51
12,Tingtibi,49109.45,49.11
