"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-10-01#StationRSP/KLRSP/L1Ramtokto77603.3577.62Chamkuna LAP,Phuntsholing75501.7175.5",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,77603.35,77.6
2,"Chamkuna LAP,Phuntsholing",75501.71,75.5
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-10-01#StationRSP/KLRSP/L1Ramtokto77603.3577.62Chamkuna LAP,Phuntsholing75501.7175.5",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,77603.35,77.6
2,"Chamkuna LAP,Phuntsholing",75501.71,75.5
