"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-06-01#StationRSP/KLRSP/L1Phuentsholing68418.3268.422Rinchending68489.4268.493Pasakha68552.4268.554Chimakothi70091.570.095Lungtenzampa70380.3470.386Paro Town70551.7770.557Haa71373.9671.378Bajo Town70675.970.689Beychu70899.470.910Samtse Town67963.9767.9611Sipsoo69595.6669.612Gomtu68023.5768.0213Gedu69686.2569.6914Lobesa70567.4270.5715Khuruthang70647.8870.6516Gasa72139.8372.14",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,68418.32,68.42
2,Rinchending,68489.42,68.49
3,Pasakha,68552.42,68.55
4,Chimakothi,70091.5,70.09
5,Lungtenzampa,70380.34,70.38
6,Paro Town,70551.77,70.55
7,Haa,71373.96,71.37
8,Bajo Town,70675.9,70.68
9,Beychu,70899.4,70.9
10,Samtse Town,67963.97,67.96
11,Sipsoo,69595.66,69.6
12,Gomtu,68023.57,68.02
13,Gedu,69686.25,69.69
14,Lobesa,70567.42,70.57
15,Khuruthang,70647.88,70.65
16,Gasa,72139.83,72.14
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-06-01#StationRSP/KLRSP/L1Phuentsholing68418.3268.422Rinchending68489.4268.493Pasakha68552.4268.554Chimakothi70091.570.095Lungtenzampa70380.3470.386Paro Town70551.7770.557Haa71373.9671.378Bajo Town70675.970.689Beychu70899.470.910Samtse Town67963.9767.9611Sipsoo69595.6669.612Gomtu68023.5768.0213Gedu69686.2569.6914Lobesa70567.4270.5715Khuruthang70647.8870.6516Gasa72139.8372.14",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,68418.32,68.42
2,Rinchending,68489.42,68.49
3,Pasakha,68552.42,68.55
4,Chimakothi,70091.5,70.09
5,Lungtenzampa,70380.34,70.38
6,Paro Town,70551.77,70.55
7,Haa,71373.96,71.37
8,Bajo Town,70675.9,70.68
9,Beychu,70899.4,70.9
10,Samtse Town,67963.97,67.96
11,Sipsoo,69595.66,69.6
12,Gomtu,68023.57,68.02
13,Gedu,69686.25,69.69
14,Lobesa,70567.42,70.57
15,Khuruthang,70647.88,70.65
16,Gasa,72139.83,72.14
