"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2021-12-16#StationRSP/KLRSP/L1Phuentsholing65422.7965.422Rinchending65503.2565.53Pasakha65556.8965.564Chimakothi66841.7566.845Lungtenzampa67304.5367.36Paro Town67297.9367.37Haa68026.4168.038Bajo Town67560.367.569Beychu67783.867.7810Samtse Town64919.0764.9211Sipsoo66571.7166.5712Gomtu64978.5364.9813Gedu66431.8966.4314Khuruthang67538.1767.5415Gasa68812.5168.8116Motithang67304.5367.317Olakha67304.5367.318Paro NIE Bridge67297.9367.319Langlitsawa67783.867.7820Wangdue Zero Point67560.367.5621Phuentsholing Main gate65422.7965.42",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,65422.79,65.42
2,Rinchending,65503.25,65.5
3,Pasakha,65556.89,65.56
4,Chimakothi,66841.75,66.84
5,Lungtenzampa,67304.53,67.3
6,Paro Town,67297.93,67.3
7,Haa,68026.41,68.03
8,Bajo Town,67560.3,67.56
9,Beychu,67783.8,67.78
10,Samtse Town,64919.07,64.92
11,Sipsoo,66571.71,66.57
12,Gomtu,64978.53,64.98
13,Gedu,66431.89,66.43
14,Khuruthang,67538.17,67.54
15,Gasa,68812.51,68.81
16,Motithang,67304.53,67.3
17,Olakha,67304.53,67.3
18,Paro NIE Bridge,67297.93,67.3
19,Langlitsawa,67783.8,67.78
20,Wangdue Zero Point,67560.3,67.56
21,Phuentsholing Main gate,65422.79,65.42
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2021-12-16#StationRSP/KLRSP/L1Phuentsholing65422.7965.422Rinchending65503.2565.53Pasakha65556.8965.564Chimakothi66841.7566.845Lungtenzampa67304.5367.36Paro Town67297.9367.37Haa68026.4168.038Bajo Town67560.367.569Beychu67783.867.7810Samtse Town64919.0764.9211Sipsoo66571.7166.5712Gomtu64978.5364.9813Gedu66431.8966.4314Khuruthang67538.1767.5415Gasa68812.5168.8116Motithang67304.5367.317Olakha67304.5367.318Paro NIE Bridge67297.9367.319Langlitsawa67783.867.7820Wangdue Zero Point67560.367.5621Phuentsholing Main gate65422.7965.42",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,65422.79,65.42
2,Rinchending,65503.25,65.5
3,Pasakha,65556.89,65.56
4,Chimakothi,66841.75,66.84
5,Lungtenzampa,67304.53,67.3
6,Paro Town,67297.93,67.3
7,Haa,68026.41,68.03
8,Bajo Town,67560.3,67.56
9,Beychu,67783.8,67.78
10,Samtse Town,64919.07,64.92
11,Sipsoo,66571.71,66.57
12,Gomtu,64978.53,64.98
13,Gedu,66431.89,66.43
14,Khuruthang,67538.17,67.54
15,Gasa,68812.51,68.81
16,Motithang,67304.53,67.3
17,Olakha,67304.53,67.3
18,Paro NIE Bridge,67297.93,67.3
19,Langlitsawa,67783.8,67.78
20,Wangdue Zero Point,67560.3,67.56
21,Phuentsholing Main gate,65422.79,65.42
