"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2021-05-16#StationRSP/KLRSP/L1Samdrup Jongkhar Gate67082.3367.082Nganglam Potonala67039.4167.043Wamrong68652.1268.654Trashigang68808.6368.815Trashiyangtse69819.9969.826Mongar69938.5269.947Gyelposing69835.8669.848Kanglung69087.6969.099Pemagatshel68489.4768.4910Lhuntse70429.370.4311Jomotsangkha67082.3367.0812Autsho70054.5770.0513Doksum69105.3269.1114Bhangtar67690.2567.6915Rangjung69121.6369.12",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,67082.33,67.08
2,Nganglam Potonala,67039.41,67.04
3,Wamrong,68652.12,68.65
4,Trashigang,68808.63,68.81
5,Trashiyangtse,69819.99,69.82
6,Mongar,69938.52,69.94
7,Gyelposing,69835.86,69.84
8,Kanglung,69087.69,69.09
9,Pemagatshel,68489.47,68.49
10,Lhuntse,70429.3,70.43
11,Jomotsangkha,67082.33,67.08
12,Autsho,70054.57,70.05
13,Doksum,69105.32,69.11
14,Bhangtar,67690.25,67.69
15,Rangjung,69121.63,69.12
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2021-05-16#StationRSP/KLRSP/L1Samdrup Jongkhar Gate67082.3367.082Nganglam Potonala67039.4167.043Wamrong68652.1268.654Trashigang68808.6368.815Trashiyangtse69819.9969.826Mongar69938.5269.947Gyelposing69835.8669.848Kanglung69087.6969.099Pemagatshel68489.4768.4910Lhuntse70429.370.4311Jomotsangkha67082.3367.0812Autsho70054.5770.0513Doksum69105.3269.1114Bhangtar67690.2567.6915Rangjung69121.6369.12",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,67082.33,67.08
2,Nganglam Potonala,67039.41,67.04
3,Wamrong,68652.12,68.65
4,Trashigang,68808.63,68.81
5,Trashiyangtse,69819.99,69.82
6,Mongar,69938.52,69.94
7,Gyelposing,69835.86,69.84
8,Kanglung,69087.69,69.09
9,Pemagatshel,68489.47,68.49
10,Lhuntse,70429.3,70.43
11,Jomotsangkha,67082.33,67.08
12,Autsho,70054.57,70.05
13,Doksum,69105.32,69.11
14,Bhangtar,67690.25,67.69
15,Rangjung,69121.63,69.12
