"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2022-02-16#StationRSP/KLRSP/L1Gelephu Town80562.0880.562Sarpang80962.8380.963Dagapela82492.9882.494Tsirang82044.8582.045Zhemgang85192.4385.196Trongsa84160.9184.167Bumthang84756.9284.768Dagana83045.1283.059Lhamoizingkha80758.4280.7610Dangdung84146.4984.1511Panbang82114.6182.1112Tingtibi82394.7282.39",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,80562.08,80.56
2,Sarpang,80962.83,80.96
3,Dagapela,82492.98,82.49
4,Tsirang,82044.85,82.04
5,Zhemgang,85192.43,85.19
6,Trongsa,84160.91,84.16
7,Bumthang,84756.92,84.76
8,Dagana,83045.12,83.05
9,Lhamoizingkha,80758.42,80.76
10,Dangdung,84146.49,84.15
11,Panbang,82114.61,82.11
12,Tingtibi,82394.72,82.39
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2022-02-16#StationRSP/KLRSP/L1Gelephu Town80562.0880.562Sarpang80962.8380.963Dagapela82492.9882.494Tsirang82044.8582.045Zhemgang85192.4385.196Trongsa84160.9184.167Bumthang84756.9284.768Dagana83045.1283.059Lhamoizingkha80758.4280.7610Dangdung84146.4984.1511Panbang82114.6182.1112Tingtibi82394.7282.39",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,80562.08,80.56
2,Sarpang,80962.83,80.96
3,Dagapela,82492.98,82.49
4,Tsirang,82044.85,82.04
5,Zhemgang,85192.43,85.19
6,Trongsa,84160.91,84.16
7,Bumthang,84756.92,84.76
8,Dagana,83045.12,83.05
9,Lhamoizingkha,80758.42,80.76
10,Dangdung,84146.49,84.15
11,Panbang,82114.61,82.11
12,Tingtibi,82394.72,82.39
