"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2021-11-16#StationRSP/KLRSP/L1Gelephu Town77223.7977.222Sarpang77618.6577.623Dagapela79129.679.134Tsirang78678.1378.685Zhemgang81821.9381.826Trongsa80792.0680.797Bumthang81370.5381.378Dagana79675.4479.689Lhamoizingkha81719.781.7210Dangdung80793.6380.7911Panbang78776.3278.7812Tingtibi79048.7379.05",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,77223.79,77.22
2,Sarpang,77618.65,77.62
3,Dagapela,79129.6,79.13
4,Tsirang,78678.13,78.68
5,Zhemgang,81821.93,81.82
6,Trongsa,80792.06,80.79
7,Bumthang,81370.53,81.37
8,Dagana,79675.44,79.68
9,Lhamoizingkha,81719.7,81.72
10,Dangdung,80793.63,80.79
11,Panbang,78776.32,78.78
12,Tingtibi,79048.73,79.05
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2021-11-16#StationRSP/KLRSP/L1Gelephu Town77223.7977.222Sarpang77618.6577.623Dagapela79129.679.134Tsirang78678.1378.685Zhemgang81821.9381.826Trongsa80792.0680.797Bumthang81370.5381.378Dagana79675.4479.689Lhamoizingkha81719.781.7210Dangdung80793.6380.7911Panbang78776.3278.7812Tingtibi79048.7379.05",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,77223.79,77.22
2,Sarpang,77618.65,77.62
3,Dagapela,79129.6,79.13
4,Tsirang,78678.13,78.68
5,Zhemgang,81821.93,81.82
6,Trongsa,80792.06,80.79
7,Bumthang,81370.53,81.37
8,Dagana,79675.44,79.68
9,Lhamoizingkha,81719.7,81.72
10,Dangdung,80793.63,80.79
11,Panbang,78776.32,78.78
12,Tingtibi,79048.73,79.05
