"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-08-01#StationRSP/KLRSP/L1Phuentsholing74436.9274.442Rinchending74508.0274.513Pasakha74571.0274.574Chimakothi76183.7576.185Lungtenzampa76467.776.476Paro Town76645.2176.657Haa77494.5577.498Bajo Town76729.2976.739Beychu76952.7976.9510Samtse Town73982.5773.9811Sipsoo75622.4975.6212Gomtu74042.1874.0413Gedu75779.8475.7814Lobesa76619.176.6215Khuruthang76699.5676.716Gasa78254.5678.25",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,74436.92,74.44
2,Rinchending,74508.02,74.51
3,Pasakha,74571.02,74.57
4,Chimakothi,76183.75,76.18
5,Lungtenzampa,76467.7,76.47
6,Paro Town,76645.21,76.65
7,Haa,77494.55,77.49
8,Bajo Town,76729.29,76.73
9,Beychu,76952.79,76.95
10,Samtse Town,73982.57,73.98
11,Sipsoo,75622.49,75.62
12,Gomtu,74042.18,74.04
13,Gedu,75779.84,75.78
14,Lobesa,76619.1,76.62
15,Khuruthang,76699.56,76.7
16,Gasa,78254.56,78.25
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-08-01#StationRSP/KLRSP/L1Phuentsholing74436.9274.442Rinchending74508.0274.513Pasakha74571.0274.574Chimakothi76183.7576.185Lungtenzampa76467.776.476Paro Town76645.2176.657Haa77494.5577.498Bajo Town76729.2976.739Beychu76952.7976.9510Samtse Town73982.5773.9811Sipsoo75622.4975.6212Gomtu74042.1874.0413Gedu75779.8475.7814Lobesa76619.176.6215Khuruthang76699.5676.716Gasa78254.5678.25",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,74436.92,74.44
2,Rinchending,74508.02,74.51
3,Pasakha,74571.02,74.57
4,Chimakothi,76183.75,76.18
5,Lungtenzampa,76467.7,76.47
6,Paro Town,76645.21,76.65
7,Haa,77494.55,77.49
8,Bajo Town,76729.29,76.73
9,Beychu,76952.79,76.95
10,Samtse Town,73982.57,73.98
11,Sipsoo,75622.49,75.62
12,Gomtu,74042.18,74.04
13,Gedu,75779.84,75.78
14,Lobesa,76619.1,76.62
15,Khuruthang,76699.56,76.7
16,Gasa,78254.56,78.25
