"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2022-03-16#StationRSP/KLRSP/L1Nganglam93064.7693.062Samdrup Jongkhar Gate93280.6993.283Nganglam Potonala93064.7693.064Wamrong95122.3495.125Trashigang95053.4995.056Trashiyangtse96274.7196.277Mongar96308.9796.318Gyelposing96037.7796.049Kanglung95521.4295.5210Pemagatshel94891.5694.8911Lhuntse96728.3996.7312Jomotsangkha93280.6993.2813Autsho96314.9296.3114Doksum95370.395.3715Bhangtar93888.6193.8916Rangjung95430.4195.4317Samdrup Jongkhar Upper Town93280.6993.28",,,
"#",Station,RSP/KL,RSP/L
1,Nganglam,93064.76,93.06
2,Samdrup Jongkhar Gate,93280.69,93.28
3,Nganglam Potonala,93064.76,93.06
4,Wamrong,95122.34,95.12
5,Trashigang,95053.49,95.05
6,Trashiyangtse,96274.71,96.27
7,Mongar,96308.97,96.31
8,Gyelposing,96037.77,96.04
9,Kanglung,95521.42,95.52
10,Pemagatshel,94891.56,94.89
11,Lhuntse,96728.39,96.73
12,Jomotsangkha,93280.69,93.28
13,Autsho,96314.92,96.31
14,Doksum,95370.3,95.37
15,Bhangtar,93888.61,93.89
16,Rangjung,95430.41,95.43
17,Samdrup Jongkhar Upper Town,93280.69,93.28
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2022-03-16#StationRSP/KLRSP/L1Nganglam93064.7693.062Samdrup Jongkhar Gate93280.6993.283Nganglam Potonala93064.7693.064Wamrong95122.3495.125Trashigang95053.4995.056Trashiyangtse96274.7196.277Mongar96308.9796.318Gyelposing96037.7796.049Kanglung95521.4295.5210Pemagatshel94891.5694.8911Lhuntse96728.3996.7312Jomotsangkha93280.6993.2813Autsho96314.9296.3114Doksum95370.395.3715Bhangtar93888.6193.8916Rangjung95430.4195.4317Samdrup Jongkhar Upper Town93280.6993.28",,,
"#",Station,RSP/KL,RSP/L
1,Nganglam,93064.76,93.06
2,Samdrup Jongkhar Gate,93280.69,93.28
3,Nganglam Potonala,93064.76,93.06
4,Wamrong,95122.34,95.12
5,Trashigang,95053.49,95.05
6,Trashiyangtse,96274.71,96.27
7,Mongar,96308.97,96.31
8,Gyelposing,96037.77,96.04
9,Kanglung,95521.42,95.52
10,Pemagatshel,94891.56,94.89
11,Lhuntse,96728.39,96.73
12,Jomotsangkha,93280.69,93.28
13,Autsho,96314.92,96.31
14,Doksum,95370.3,95.37
15,Bhangtar,93888.61,93.89
16,Rangjung,95430.41,95.43
17,Samdrup Jongkhar Upper Town,93280.69,93.28
