"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2022-01-01#StationRSP/KLRSP/L1Lobesa74946.1774.952Phuentsholing72752.9372.753Rinchending72833.3972.834Pasakha72887.0372.895Chimakothi74479.1574.486Chubachu74921.5174.927Paro Shaba74940.2874.948Haa75782.0275.789Wangdue Zero Point75035.5775.0410Beychu75259.0775.2611Samtse Checkpost72247.9872.2512Sipsoo73936.1973.9413Pagli72307.5872.3114Gedu74074.8774.0715Mitsina74946.1774.9516Khuruthang75006.3275.0117Gasa76543.6876.5418Dorokha73708.8173.7119Langdru (Khasadrapchu)74769.5374.7720Chanzamtok74921.5174.9221Gomtu Phuentshopelri72307.5872.3122Motithang74921.5174.9223Lungtenzampa74921.5174.9224Olakha74921.5174.9225Samtse Town72247.9872.2526Langlitsawa75259.0775.2627Gomtu72307.5872.3128Phuentsholing Truck Parking72752.9372.7529Phuentsholing Dungkhag Office72752.9372.7530Phuentsholing Near MDP72752.9372.75",,,
"#",Station,RSP/KL,RSP/L
1,Lobesa,74946.17,74.95
2,Phuentsholing,72752.93,72.75
3,Rinchending,72833.39,72.83
4,Pasakha,72887.03,72.89
5,Chimakothi,74479.15,74.48
6,Chubachu,74921.51,74.92
7,Paro Shaba,74940.28,74.94
8,Haa,75782.02,75.78
9,Wangdue Zero Point,75035.57,75.04
10,Beychu,75259.07,75.26
11,Samtse Checkpost,72247.98,72.25
12,Sipsoo,73936.19,73.94
13,Pagli,72307.58,72.31
14,Gedu,74074.87,74.07
15,Mitsina,74946.17,74.95
16,Khuruthang,75006.32,75.01
17,Gasa,76543.68,76.54
18,Dorokha,73708.81,73.71
19,Langdru (Khasadrapchu),74769.53,74.77
20,Chanzamtok,74921.51,74.92
21,Gomtu Phuentshopelri,72307.58,72.31
22,Motithang,74921.51,74.92
23,Lungtenzampa,74921.51,74.92
24,Olakha,74921.51,74.92
25,Samtse Town,72247.98,72.25
26,Langlitsawa,75259.07,75.26
27,Gomtu,72307.58,72.31
28,Phuentsholing Truck Parking,72752.93,72.75
29,Phuentsholing Dungkhag Office,72752.93,72.75
30,Phuentsholing Near MDP,72752.93,72.75
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2022-01-01#StationRSP/KLRSP/L1Lobesa74946.1774.952Phuentsholing72752.9372.753Rinchending72833.3972.834Pasakha72887.0372.895Chimakothi74479.1574.486Chubachu74921.5174.927Paro Shaba74940.2874.948Haa75782.0275.789Wangdue Zero Point75035.5775.0410Beychu75259.0775.2611Samtse Checkpost72247.9872.2512Sipsoo73936.1973.9413Pagli72307.5872.3114Gedu74074.8774.0715Mitsina74946.1774.9516Khuruthang75006.3275.0117Gasa76543.6876.5418Dorokha73708.8173.7119Langdru (Khasadrapchu)74769.5374.7720Chanzamtok74921.5174.9221Gomtu Phuentshopelri72307.5872.3122Motithang74921.5174.9223Lungtenzampa74921.5174.9224Olakha74921.5174.9225Samtse Town72247.9872.2526Langlitsawa75259.0775.2627Gomtu72307.5872.3128Phuentsholing Truck Parking72752.9372.7529Phuentsholing Dungkhag Office72752.9372.7530Phuentsholing Near MDP72752.9372.75",,,
"#",Station,RSP/KL,RSP/L
1,Lobesa,74946.17,74.95
2,Phuentsholing,72752.93,72.75
3,Rinchending,72833.39,72.83
4,Pasakha,72887.03,72.89
5,Chimakothi,74479.15,74.48
6,Chubachu,74921.51,74.92
7,Paro Shaba,74940.28,74.94
8,Haa,75782.02,75.78
9,Wangdue Zero Point,75035.57,75.04
10,Beychu,75259.07,75.26
11,Samtse Checkpost,72247.98,72.25
12,Sipsoo,73936.19,73.94
13,Pagli,72307.58,72.31
14,Gedu,74074.87,74.07
15,Mitsina,74946.17,74.95
16,Khuruthang,75006.32,75.01
17,Gasa,76543.68,76.54
18,Dorokha,73708.81,73.71
19,Langdru (Khasadrapchu),74769.53,74.77
20,Chanzamtok,74921.51,74.92
21,Gomtu Phuentshopelri,72307.58,72.31
22,Motithang,74921.51,74.92
23,Lungtenzampa,74921.51,74.92
24,Olakha,74921.51,74.92
25,Samtse Town,72247.98,72.25
26,Langlitsawa,75259.07,75.26
27,Gomtu,72307.58,72.31
28,Phuentsholing Truck Parking,72752.93,72.75
29,Phuentsholing Dungkhag Office,72752.93,72.75
30,Phuentsholing Near MDP,72752.93,72.75
