"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2021-09-16#StationRSP/KLRSP/L1Nganglam68553.0968.552Samdrup Jongkhar Gate68942.3768.943Nganglam Potonala68553.0968.554Wamrong70336.6270.345Trashigang70638.6570.646Trashiyangtse71514.4971.517Mongar71687.4371.698Gyelposing71693.671.699Kanglung70795.7470.810Pemagatshel70217.9670.2211Lhuntse72224.2972.2212Jomotsangkha68942.3768.9413Autsho71874.5871.8714Doksum70916.5870.9215Bhangtar69550.2969.5516Rangjung70910.3770.9117Samdrup Jongkhar Upper Town68942.3768.94",,,
"#",Station,RSP/KL,RSP/L
1,Nganglam,68553.09,68.55
2,Samdrup Jongkhar Gate,68942.37,68.94
3,Nganglam Potonala,68553.09,68.55
4,Wamrong,70336.62,70.34
5,Trashigang,70638.65,70.64
6,Trashiyangtse,71514.49,71.51
7,Mongar,71687.43,71.69
8,Gyelposing,71693.6,71.69
9,Kanglung,70795.74,70.8
10,Pemagatshel,70217.96,70.22
11,Lhuntse,72224.29,72.22
12,Jomotsangkha,68942.37,68.94
13,Autsho,71874.58,71.87
14,Doksum,70916.58,70.92
15,Bhangtar,69550.29,69.55
16,Rangjung,70910.37,70.91
17,Samdrup Jongkhar Upper Town,68942.37,68.94
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2021-09-16#StationRSP/KLRSP/L1Nganglam68553.0968.552Samdrup Jongkhar Gate68942.3768.943Nganglam Potonala68553.0968.554Wamrong70336.6270.345Trashigang70638.6570.646Trashiyangtse71514.4971.517Mongar71687.4371.698Gyelposing71693.671.699Kanglung70795.7470.810Pemagatshel70217.9670.2211Lhuntse72224.2972.2212Jomotsangkha68942.3768.9413Autsho71874.5871.8714Doksum70916.5870.9215Bhangtar69550.2969.5516Rangjung70910.3770.9117Samdrup Jongkhar Upper Town68942.3768.94",,,
"#",Station,RSP/KL,RSP/L
1,Nganglam,68553.09,68.55
2,Samdrup Jongkhar Gate,68942.37,68.94
3,Nganglam Potonala,68553.09,68.55
4,Wamrong,70336.62,70.34
5,Trashigang,70638.65,70.64
6,Trashiyangtse,71514.49,71.51
7,Mongar,71687.43,71.69
8,Gyelposing,71693.6,71.69
9,Kanglung,70795.74,70.8
10,Pemagatshel,70217.96,70.22
11,Lhuntse,72224.29,72.22
12,Jomotsangkha,68942.37,68.94
13,Autsho,71874.58,71.87
14,Doksum,70916.58,70.92
15,Bhangtar,69550.29,69.55
16,Rangjung,70910.37,70.91
17,Samdrup Jongkhar Upper Town,68942.37,68.94
