"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,44638.98,44.64
2,Nganglam,44638.98,44.64
3,Wamrong,45975.88,45.98
4,Trashigang,46325.45,46.33
5,Trashiyangtse,47157.02,47.16
6,Mongar,47347.74,47.35
7,Gyelposing,47389.46,47.39
8,Kanglung,46442.7,46.44
9,Pemagatshel,45871.59,45.87
10,Lhuntse,47899.65,47.9
11,Jomotsangkha,43296.17,43.3
12,Autsho,47558.11,47.56
13,Doksum,46597.25,46.6
14,Bhangtar,45202.36,45.2
15,Rangjung,46583.69,46.58
