"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2022-03-01#StationRSP/KLRSP/L1Samdrup Jongkhar83937.6483.942Wamrong85682.3485.683Trashigang85693.8685.694Trashiyangtse86840.2386.845Mongar86904.5586.96Gyelposing86693.4586.697Kanglung86094.4386.098Pemagatshel85475.8685.489Lhuntse87349.4287.3510Jomotsangkha84783.3684.7811Autsho86949.7686.9512Doksum86009.2486.0113Bhangtar84545.5684.5514Rangjung86047.9886.05",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,83937.64,83.94
2,Wamrong,85682.34,85.68
3,Trashigang,85693.86,85.69
4,Trashiyangtse,86840.23,86.84
5,Mongar,86904.55,86.9
6,Gyelposing,86693.45,86.69
7,Kanglung,86094.43,86.09
8,Pemagatshel,85475.86,85.48
9,Lhuntse,87349.42,87.35
10,Jomotsangkha,84783.36,84.78
11,Autsho,86949.76,86.95
12,Doksum,86009.24,86.01
13,Bhangtar,84545.56,84.55
14,Rangjung,86047.98,86.05
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2022-03-01#StationRSP/KLRSP/L1Samdrup Jongkhar83937.6483.942Wamrong85682.3485.683Trashigang85693.8685.694Trashiyangtse86840.2386.845Mongar86904.5586.96Gyelposing86693.4586.697Kanglung86094.4386.098Pemagatshel85475.8685.489Lhuntse87349.4287.3510Jomotsangkha84783.3684.7811Autsho86949.7686.9512Doksum86009.2486.0113Bhangtar84545.5684.5514Rangjung86047.9886.05",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,83937.64,83.94
2,Wamrong,85682.34,85.68
3,Trashigang,85693.86,85.69
4,Trashiyangtse,86840.23,86.84
5,Mongar,86904.55,86.9
6,Gyelposing,86693.45,86.69
7,Kanglung,86094.43,86.09
8,Pemagatshel,85475.86,85.48
9,Lhuntse,87349.42,87.35
10,Jomotsangkha,84783.36,84.78
11,Autsho,86949.76,86.95
12,Doksum,86009.24,86.01
13,Bhangtar,84545.56,84.55
14,Rangjung,86047.98,86.05
