"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,52184.54,52.18
2,Nganglam Potonala,52229.58,52.23
3,Wamrong,53599.74,53.6
4,Trashigang,53884.41,53.88
5,Trashiyangtse,54776.42,54.78
6,Mongar,54942.87,54.94
7,Gyelposing,54936.05,54.94
8,Kanglung,54056.05,54.06
9,Pemagatshel,53475.83,53.48
10,Lhuntse,55474.22,55.47
11,Jomotsangkha,52184.54,52.18
12,Autsho,55121.53,55.12
13,Doksum,54164.57,54.16
14,Bhangtar,52740.2,52.74
15,Rangjung,54161.05,54.16
