"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2021-06-01#StationRSP/KLRSP/L1Samdrup Jongkhar Gate66144.6266.142Nganglam Potonala66101.766.13Wamrong67704.6867.74Trashigang67869.2667.875Trashiyangtse68873.168.876Mongar68994.6568.997Gyelposing68898.0268.98Kanglung68141.5568.149Pemagatshel67544.4767.5410Lhuntse69487.9869.4911Jomotsangkha66144.6266.1412Autsho69114.6469.1113Doksum68164.9168.1614Bhangtar66752.5466.7515Rangjung68179.9768.18",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,66144.62,66.14
2,Nganglam Potonala,66101.7,66.1
3,Wamrong,67704.68,67.7
4,Trashigang,67869.26,67.87
5,Trashiyangtse,68873.1,68.87
6,Mongar,68994.65,68.99
7,Gyelposing,68898.02,68.9
8,Kanglung,68141.55,68.14
9,Pemagatshel,67544.47,67.54
10,Lhuntse,69487.98,69.49
11,Jomotsangkha,66144.62,66.14
12,Autsho,69114.64,69.11
13,Doksum,68164.91,68.16
14,Bhangtar,66752.54,66.75
15,Rangjung,68179.97,68.18
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2021-06-01#StationRSP/KLRSP/L1Samdrup Jongkhar Gate66144.6266.142Nganglam Potonala66101.766.13Wamrong67704.6867.74Trashigang67869.2667.875Trashiyangtse68873.168.876Mongar68994.6568.997Gyelposing68898.0268.98Kanglung68141.5568.149Pemagatshel67544.4767.5410Lhuntse69487.9869.4911Jomotsangkha66144.6266.1412Autsho69114.6469.1113Doksum68164.9168.1614Bhangtar66752.5466.7515Rangjung68179.9768.18",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,66144.62,66.14
2,Nganglam Potonala,66101.7,66.1
3,Wamrong,67704.68,67.7
4,Trashigang,67869.26,67.87
5,Trashiyangtse,68873.1,68.87
6,Mongar,68994.65,68.99
7,Gyelposing,68898.02,68.9
8,Kanglung,68141.55,68.14
9,Pemagatshel,67544.47,67.54
10,Lhuntse,69487.98,69.49
11,Jomotsangkha,66144.62,66.14
12,Autsho,69114.64,69.11
13,Doksum,68164.91,68.16
14,Bhangtar,66752.54,66.75
15,Rangjung,68179.97,68.18
