"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2021-10-16#StationRSP/KLRSP/L1Samdrup Jongkhar76564.3476.562Wamrong78232.5378.233Trashigang78307.4778.314Trashiyangtse79394.7879.395Mongar79482.8179.486Gyelposing79319.1579.327Kanglung78654.8978.658Pemagatshel78045.2278.059Lhuntse79947.7679.9510Jomotsangkha77401.0677.411Autsho79559.0279.5612Doksum78614.6878.6113Bhangtar77172.2677.1714Rangjung78643.6178.64",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,76564.34,76.56
2,Wamrong,78232.53,78.23
3,Trashigang,78307.47,78.31
4,Trashiyangtse,79394.78,79.39
5,Mongar,79482.81,79.48
6,Gyelposing,79319.15,79.32
7,Kanglung,78654.89,78.65
8,Pemagatshel,78045.22,78.05
9,Lhuntse,79947.76,79.95
10,Jomotsangkha,77401.06,77.4
11,Autsho,79559.02,79.56
12,Doksum,78614.68,78.61
13,Bhangtar,77172.26,77.17
14,Rangjung,78643.61,78.64
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2021-10-16#StationRSP/KLRSP/L1Samdrup Jongkhar76564.3476.562Wamrong78232.5378.233Trashigang78307.4778.314Trashiyangtse79394.7879.395Mongar79482.8179.486Gyelposing79319.1579.327Kanglung78654.8978.658Pemagatshel78045.2278.059Lhuntse79947.7679.9510Jomotsangkha77401.0677.411Autsho79559.0279.5612Doksum78614.6878.6113Bhangtar77172.2677.1714Rangjung78643.6178.64",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,76564.34,76.56
2,Wamrong,78232.53,78.23
3,Trashigang,78307.47,78.31
4,Trashiyangtse,79394.78,79.39
5,Mongar,79482.81,79.48
6,Gyelposing,79319.15,79.32
7,Kanglung,78654.89,78.65
8,Pemagatshel,78045.22,78.05
9,Lhuntse,79947.76,79.95
10,Jomotsangkha,77401.06,77.4
11,Autsho,79559.02,79.56
12,Doksum,78614.68,78.61
13,Bhangtar,77172.26,77.17
14,Rangjung,78643.61,78.64
