"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2021-09-01#StationRSP/KLRSP/L1Ramtokto69980.1769.98",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,69980.17,69.98
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2021-09-01#StationRSP/KLRSP/L1Ramtokto69980.1769.98",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,69980.17,69.98
