"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2022-03-16#StationRSP/KLRSP/L1Lobesa100622.05100.622Phuentsholing98437.398.443Rinchending98517.7698.524Pasakha98571.498.575Chimakothi100145.56100.156Chubachu100589.11100.597Paro Shaba100606.4100.618Haa101441.51101.449Wangdue Zero Point100711.45100.7110Beychu101024.35101.0211Samtse Checkpost97941.4497.9412Sipsoo99641.8899.6413Pagli97999.779814Gedu99740.9599.7415Mitsina100622.05100.6216Khuruthang100682.62100.6817Gasa102204.59102.218Dorokha99313.0699.3119Langdru (Khasadrapchu)100437.13100.4420Chanzamtok100589.11100.5921Gomtu Phuentshopelri97999.779822Motithang100589.11100.5923Lungtenzampa100589.11100.5924Olakha100589.11100.5925Samtse Town97941.4497.9426Langlitsawa100979.65100.9827Gomtu97999.779828Phuentsholing Truck Parking98437.398.4429Phuentsholing Dungkhag Office98437.398.4430Phuentsholing Near MDP98437.398.44",,,
"#",Station,RSP/KL,RSP/L
1,Lobesa,100622.05,100.62
2,Phuentsholing,98437.3,98.44
3,Rinchending,98517.76,98.52
4,Pasakha,98571.4,98.57
5,Chimakothi,100145.56,100.15
6,Chubachu,100589.11,100.59
7,Paro Shaba,100606.4,100.61
8,Haa,101441.51,101.44
9,Wangdue Zero Point,100711.45,100.71
10,Beychu,101024.35,101.02
11,Samtse Checkpost,97941.44,97.94
12,Sipsoo,99641.88,99.64
13,Pagli,97999.77,98
14,Gedu,99740.95,99.74
15,Mitsina,100622.05,100.62
16,Khuruthang,100682.62,100.68
17,Gasa,102204.59,102.2
18,Dorokha,99313.06,99.31
19,Langdru (Khasadrapchu),100437.13,100.44
20,Chanzamtok,100589.11,100.59
21,Gomtu Phuentshopelri,97999.77,98
22,Motithang,100589.11,100.59
23,Lungtenzampa,100589.11,100.59
24,Olakha,100589.11,100.59
25,Samtse Town,97941.44,97.94
26,Langlitsawa,100979.65,100.98
27,Gomtu,97999.77,98
28,Phuentsholing Truck Parking,98437.3,98.44
29,Phuentsholing Dungkhag Office,98437.3,98.44
30,Phuentsholing Near MDP,98437.3,98.44
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2022-03-16#StationRSP/KLRSP/L1Lobesa100622.05100.622Phuentsholing98437.398.443Rinchending98517.7698.524Pasakha98571.498.575Chimakothi100145.56100.156Chubachu100589.11100.597Paro Shaba100606.4100.618Haa101441.51101.449Wangdue Zero Point100711.45100.7110Beychu101024.35101.0211Samtse Checkpost97941.4497.9412Sipsoo99641.8899.6413Pagli97999.779814Gedu99740.9599.7415Mitsina100622.05100.6216Khuruthang100682.62100.6817Gasa102204.59102.218Dorokha99313.0699.3119Langdru (Khasadrapchu)100437.13100.4420Chanzamtok100589.11100.5921Gomtu Phuentshopelri97999.779822Motithang100589.11100.5923Lungtenzampa100589.11100.5924Olakha100589.11100.5925Samtse Town97941.4497.9426Langlitsawa100979.65100.9827Gomtu97999.779828Phuentsholing Truck Parking98437.398.4429Phuentsholing Dungkhag Office98437.398.4430Phuentsholing Near MDP98437.398.44",,,
"#",Station,RSP/KL,RSP/L
1,Lobesa,100622.05,100.62
2,Phuentsholing,98437.3,98.44
3,Rinchending,98517.76,98.52
4,Pasakha,98571.4,98.57
5,Chimakothi,100145.56,100.15
6,Chubachu,100589.11,100.59
7,Paro Shaba,100606.4,100.61
8,Haa,101441.51,101.44
9,Wangdue Zero Point,100711.45,100.71
10,Beychu,101024.35,101.02
11,Samtse Checkpost,97941.44,97.94
12,Sipsoo,99641.88,99.64
13,Pagli,97999.77,98
14,Gedu,99740.95,99.74
15,Mitsina,100622.05,100.62
16,Khuruthang,100682.62,100.68
17,Gasa,102204.59,102.2
18,Dorokha,99313.06,99.31
19,Langdru (Khasadrapchu),100437.13,100.44
20,Chanzamtok,100589.11,100.59
21,Gomtu Phuentshopelri,97999.77,98
22,Motithang,100589.11,100.59
23,Lungtenzampa,100589.11,100.59
24,Olakha,100589.11,100.59
25,Samtse Town,97941.44,97.94
26,Langlitsawa,100979.65,100.98
27,Gomtu,97999.77,98
28,Phuentsholing Truck Parking,98437.3,98.44
29,Phuentsholing Dungkhag Office,98437.3,98.44
30,Phuentsholing Near MDP,98437.3,98.44
