"#",Station,RSP/KL,RSP/L
1,Phuentsholing,48175.04,48.18
2,Rinchending,48246.14,48.25
3,Pasakha,48309.14,48.31
4,Chimakothi,49600.48,49.6
5,Lungtenzampa,49905.79,49.91
6,Paro Town,50056.77,50.06
7,Haa,50787.64,50.79
8,Bajo Town,50315.62,50.32
9,Beychu,50539.12,50.54
10,Samtse Town,48269.19,48.27
11,Sipsoo,49324.68,49.32
12,Gomtu,48222.49,48.22
13,Gedu,49190.75,49.19
14,Lobesa,50212.87,50.21
15,Khuruthang,50293.33,50.29
16,Gasa,51573.23,51.57
