"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2021-05-16#StationRSP/KLRSP/L1Gelephu Forest Checkpost66485.2566.492Sarpang66861.1966.863Dagapela68310.3368.314Tsirang67848.1467.855Zhemgang68565.9668.576Trongsa69526.0769.537Bumthang70477.2870.488Dagana68835.9268.849Lhamoizingkha67494.5967.4910Dangdung70008.2570.0111Panbang68037.7868.0412Tingtibi67708.7567.71",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,66485.25,66.49
2,Sarpang,66861.19,66.86
3,Dagapela,68310.33,68.31
4,Tsirang,67848.14,67.85
5,Zhemgang,68565.96,68.57
6,Trongsa,69526.07,69.53
7,Bumthang,70477.28,70.48
8,Dagana,68835.92,68.84
9,Lhamoizingkha,67494.59,67.49
10,Dangdung,70008.25,70.01
11,Panbang,68037.78,68.04
12,Tingtibi,67708.75,67.71
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2021-05-16#StationRSP/KLRSP/L1Gelephu Forest Checkpost66485.2566.492Sarpang66861.1966.863Dagapela68310.3368.314Tsirang67848.1467.855Zhemgang68565.9668.576Trongsa69526.0769.537Bumthang70477.2870.488Dagana68835.9268.849Lhamoizingkha67494.5967.4910Dangdung70008.2570.0111Panbang68037.7868.0412Tingtibi67708.7567.71",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,66485.25,66.49
2,Sarpang,66861.19,66.86
3,Dagapela,68310.33,68.31
4,Tsirang,67848.14,67.85
5,Zhemgang,68565.96,68.57
6,Trongsa,69526.07,69.53
7,Bumthang,70477.28,70.48
8,Dagana,68835.92,68.84
9,Lhamoizingkha,67494.59,67.49
10,Dangdung,70008.25,70.01
11,Panbang,68037.78,68.04
12,Tingtibi,67708.75,67.71
