"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2021-09-16#StationRSP/KLRSP/L1Gelephu Forest Checkpost69708.6169.712Sarpang70090.2370.093Dagapela71557.9271.564Tsirang71098.9571.15Zhemgang71820.4371.826Trongsa72778.9472.787Bumthang73747.0873.758Dagana72089.5972.099Lhamoizingkha70718.3570.7210Dangdung73245.6773.2511Panbang71261.1471.2612Tingtibi70939.5370.9413Gelephu Gate69708.6169.7114Gelephu Town69708.6169.71",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,69708.61,69.71
2,Sarpang,70090.23,70.09
3,Dagapela,71557.92,71.56
4,Tsirang,71098.95,71.1
5,Zhemgang,71820.43,71.82
6,Trongsa,72778.94,72.78
7,Bumthang,73747.08,73.75
8,Dagana,72089.59,72.09
9,Lhamoizingkha,70718.35,70.72
10,Dangdung,73245.67,73.25
11,Panbang,71261.14,71.26
12,Tingtibi,70939.53,70.94
13,Gelephu Gate,69708.61,69.71
14,Gelephu Town,69708.61,69.71
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2021-09-16#StationRSP/KLRSP/L1Gelephu Forest Checkpost69708.6169.712Sarpang70090.2370.093Dagapela71557.9271.564Tsirang71098.9571.15Zhemgang71820.4371.826Trongsa72778.9472.787Bumthang73747.0873.758Dagana72089.5972.099Lhamoizingkha70718.3570.7210Dangdung73245.6773.2511Panbang71261.1471.2612Tingtibi70939.5370.9413Gelephu Gate69708.6169.7114Gelephu Town69708.6169.71",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,69708.61,69.71
2,Sarpang,70090.23,70.09
3,Dagapela,71557.92,71.56
4,Tsirang,71098.95,71.1
5,Zhemgang,71820.43,71.82
6,Trongsa,72778.94,72.78
7,Bumthang,73747.08,73.75
8,Dagana,72089.59,72.09
9,Lhamoizingkha,70718.35,70.72
10,Dangdung,73245.67,73.25
11,Panbang,71261.14,71.26
12,Tingtibi,70939.53,70.94
13,Gelephu Gate,69708.61,69.71
14,Gelephu Town,69708.61,69.71
