"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2021-04-16#StationRSP/KLRSP/L1Samdrup Jongkhar Gate61332.6961.332Nganglam Potonala61289.8761.293Wamrong62670.3962.674Trashigang63019.363.025Trashiyangtse63851.4963.856Mongar64041.9664.047Gyelposing64083.1864.088Kanglung63137.1163.149Pemagatshel62565.962.5710Lhuntse64593.6664.5911Jomotsangkha61332.6961.3312Autsho64252.0164.2513Doksum63291.1863.2914Bhangtar61940.6161.9415Rangjung63277.7263.28",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,61332.69,61.33
2,Nganglam Potonala,61289.87,61.29
3,Wamrong,62670.39,62.67
4,Trashigang,63019.3,63.02
5,Trashiyangtse,63851.49,63.85
6,Mongar,64041.96,64.04
7,Gyelposing,64083.18,64.08
8,Kanglung,63137.11,63.14
9,Pemagatshel,62565.9,62.57
10,Lhuntse,64593.66,64.59
11,Jomotsangkha,61332.69,61.33
12,Autsho,64252.01,64.25
13,Doksum,63291.18,63.29
14,Bhangtar,61940.61,61.94
15,Rangjung,63277.72,63.28
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2021-04-16#StationRSP/KLRSP/L1Samdrup Jongkhar Gate61332.6961.332Nganglam Potonala61289.8761.293Wamrong62670.3962.674Trashigang63019.363.025Trashiyangtse63851.4963.856Mongar64041.9664.047Gyelposing64083.1864.088Kanglung63137.1163.149Pemagatshel62565.962.5710Lhuntse64593.6664.5911Jomotsangkha61332.6961.3312Autsho64252.0164.2513Doksum63291.1863.2914Bhangtar61940.6161.9415Rangjung63277.7263.28",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,61332.69,61.33
2,Nganglam Potonala,61289.87,61.29
3,Wamrong,62670.39,62.67
4,Trashigang,63019.3,63.02
5,Trashiyangtse,63851.49,63.85
6,Mongar,64041.96,64.04
7,Gyelposing,64083.18,64.08
8,Kanglung,63137.11,63.14
9,Pemagatshel,62565.9,62.57
10,Lhuntse,64593.66,64.59
11,Jomotsangkha,61332.69,61.33
12,Autsho,64252.01,64.25
13,Doksum,63291.18,63.29
14,Bhangtar,61940.61,61.94
15,Rangjung,63277.72,63.28
