"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2021-10-16#StationRSP/KLRSP/L1Nganglam76486.0976.492Samdrup Jongkhar Gate76875.3876.883Nganglam Potonala76486.0976.494Wamrong78328.5778.335Trashigang78581.7478.586Trashiyangtse79503.0879.57Mongar79657.7679.668Gyelposing79627.3879.639Kanglung78779.7878.7810Pemagatshel78195.1478.211Lhuntse80179.1480.1812Jomotsangkha76875.3876.8813Autsho79821.0379.8214Doksum78865.9778.8715Bhangtar77483.377.4816Rangjung78867.3278.8717Samdrup Jongkhar Upper Town76875.3876.88",,,
"#",Station,RSP/KL,RSP/L
1,Nganglam,76486.09,76.49
2,Samdrup Jongkhar Gate,76875.38,76.88
3,Nganglam Potonala,76486.09,76.49
4,Wamrong,78328.57,78.33
5,Trashigang,78581.74,78.58
6,Trashiyangtse,79503.08,79.5
7,Mongar,79657.76,79.66
8,Gyelposing,79627.38,79.63
9,Kanglung,78779.78,78.78
10,Pemagatshel,78195.14,78.2
11,Lhuntse,80179.14,80.18
12,Jomotsangkha,76875.38,76.88
13,Autsho,79821.03,79.82
14,Doksum,78865.97,78.87
15,Bhangtar,77483.3,77.48
16,Rangjung,78867.32,78.87
17,Samdrup Jongkhar Upper Town,76875.38,76.88
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2021-10-16#StationRSP/KLRSP/L1Nganglam76486.0976.492Samdrup Jongkhar Gate76875.3876.883Nganglam Potonala76486.0976.494Wamrong78328.5778.335Trashigang78581.7478.586Trashiyangtse79503.0879.57Mongar79657.7679.668Gyelposing79627.3879.639Kanglung78779.7878.7810Pemagatshel78195.1478.211Lhuntse80179.1480.1812Jomotsangkha76875.3876.8813Autsho79821.0379.8214Doksum78865.9778.8715Bhangtar77483.377.4816Rangjung78867.3278.8717Samdrup Jongkhar Upper Town76875.3876.88",,,
"#",Station,RSP/KL,RSP/L
1,Nganglam,76486.09,76.49
2,Samdrup Jongkhar Gate,76875.38,76.88
3,Nganglam Potonala,76486.09,76.49
4,Wamrong,78328.57,78.33
5,Trashigang,78581.74,78.58
6,Trashiyangtse,79503.08,79.5
7,Mongar,79657.76,79.66
8,Gyelposing,79627.38,79.63
9,Kanglung,78779.78,78.78
10,Pemagatshel,78195.14,78.2
11,Lhuntse,80179.14,80.18
12,Jomotsangkha,76875.38,76.88
13,Autsho,79821.03,79.82
14,Doksum,78865.97,78.87
15,Bhangtar,77483.3,77.48
16,Rangjung,78867.32,78.87
17,Samdrup Jongkhar Upper Town,76875.38,76.88
