"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2022-03-16#StationRSP/KLRSP/L1Phuentsholing98402.4498.42Rinchending98482.998.483Pasakha98536.5498.544Chimakothi100110.39100.115Lungtenzampa100553.96100.556Paro Town100571.23100.577Haa101406.23101.418Bajo Town100676.45100.689Beychu100989.35100.9910Samtse Town97906.5797.9111Sipsoo99606.9899.6112Gomtu97964.997.9613Gedu99705.7899.7114Khuruthang100647.62100.6515Gasa102169.34102.1716Motithang100553.96100.5517Olakha100553.96100.5518Paro NIE Bridge100571.23100.5719Langlitsawa100944.65100.9420Wangdue Zero Point100676.45100.6821Phuentsholing Main gate98402.4498.4",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,98402.44,98.4
2,Rinchending,98482.9,98.48
3,Pasakha,98536.54,98.54
4,Chimakothi,100110.39,100.11
5,Lungtenzampa,100553.96,100.55
6,Paro Town,100571.23,100.57
7,Haa,101406.23,101.41
8,Bajo Town,100676.45,100.68
9,Beychu,100989.35,100.99
10,Samtse Town,97906.57,97.91
11,Sipsoo,99606.98,99.61
12,Gomtu,97964.9,97.96
13,Gedu,99705.78,99.71
14,Khuruthang,100647.62,100.65
15,Gasa,102169.34,102.17
16,Motithang,100553.96,100.55
17,Olakha,100553.96,100.55
18,Paro NIE Bridge,100571.23,100.57
19,Langlitsawa,100944.65,100.94
20,Wangdue Zero Point,100676.45,100.68
21,Phuentsholing Main gate,98402.44,98.4
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2022-03-16#StationRSP/KLRSP/L1Phuentsholing98402.4498.42Rinchending98482.998.483Pasakha98536.5498.544Chimakothi100110.39100.115Lungtenzampa100553.96100.556Paro Town100571.23100.577Haa101406.23101.418Bajo Town100676.45100.689Beychu100989.35100.9910Samtse Town97906.5797.9111Sipsoo99606.9899.6112Gomtu97964.997.9613Gedu99705.7899.7114Khuruthang100647.62100.6515Gasa102169.34102.1716Motithang100553.96100.5517Olakha100553.96100.5518Paro NIE Bridge100571.23100.5719Langlitsawa100944.65100.9420Wangdue Zero Point100676.45100.6821Phuentsholing Main gate98402.4498.4",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,98402.44,98.4
2,Rinchending,98482.9,98.48
3,Pasakha,98536.54,98.54
4,Chimakothi,100110.39,100.11
5,Lungtenzampa,100553.96,100.55
6,Paro Town,100571.23,100.57
7,Haa,101406.23,101.41
8,Bajo Town,100676.45,100.68
9,Beychu,100989.35,100.99
10,Samtse Town,97906.57,97.91
11,Sipsoo,99606.98,99.61
12,Gomtu,97964.9,97.96
13,Gedu,99705.78,99.71
14,Khuruthang,100647.62,100.65
15,Gasa,102169.34,102.17
16,Motithang,100553.96,100.55
17,Olakha,100553.96,100.55
18,Paro NIE Bridge,100571.23,100.57
19,Langlitsawa,100944.65,100.94
20,Wangdue Zero Point,100676.45,100.68
21,Phuentsholing Main gate,98402.44,98.4
