"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2021-12-01#StationRSP/KLRSP/L1Samdrup Jongkhar70099.7470.12Wamrong71502.5871.53Trashigang71797.4971.84Trashiyangtse72679.9772.685Mongar72850.2572.856Gyelposing72851.0872.857Kanglung71960.5671.968Pemagatshel71381.7771.389Lhuntse73384.8473.3810Jomotsangkha70955.7270.9611Autsho73033.9173.0312Doksum72076.3472.0813Bhangtar70707.6670.7114Rangjung72071.2372.07",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,70099.74,70.1
2,Wamrong,71502.58,71.5
3,Trashigang,71797.49,71.8
4,Trashiyangtse,72679.97,72.68
5,Mongar,72850.25,72.85
6,Gyelposing,72851.08,72.85
7,Kanglung,71960.56,71.96
8,Pemagatshel,71381.77,71.38
9,Lhuntse,73384.84,73.38
10,Jomotsangkha,70955.72,70.96
11,Autsho,73033.91,73.03
12,Doksum,72076.34,72.08
13,Bhangtar,70707.66,70.71
14,Rangjung,72071.23,72.07
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2021-12-01#StationRSP/KLRSP/L1Samdrup Jongkhar70099.7470.12Wamrong71502.5871.53Trashigang71797.4971.84Trashiyangtse72679.9772.685Mongar72850.2572.856Gyelposing72851.0872.857Kanglung71960.5671.968Pemagatshel71381.7771.389Lhuntse73384.8473.3810Jomotsangkha70955.7270.9611Autsho73033.9173.0312Doksum72076.3472.0813Bhangtar70707.6670.7114Rangjung72071.2372.07",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,70099.74,70.1
2,Wamrong,71502.58,71.5
3,Trashigang,71797.49,71.8
4,Trashiyangtse,72679.97,72.68
5,Mongar,72850.25,72.85
6,Gyelposing,72851.08,72.85
7,Kanglung,71960.56,71.96
8,Pemagatshel,71381.77,71.38
9,Lhuntse,73384.84,73.38
10,Jomotsangkha,70955.72,70.96
11,Autsho,73033.91,73.03
12,Doksum,72076.34,72.08
13,Bhangtar,70707.66,70.71
14,Rangjung,72071.23,72.07
