"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,64318.68,64.32
2,Nganglam Potonala,64312.18,64.31
3,Wamrong,65859.79,65.86
4,Trashigang,66040.08,66.04
5,Trashiyangtse,67029.29,67.03
6,Mongar,67156.71,67.16
7,Gyelposing,67071.83,67.07
8,Kanglung,66299.21,66.3
9,Pemagatshel,65704.33,65.7
10,Lhuntse,67655.02,67.66
11,Jomotsangkha,64318.68,64.32
12,Autsho,67284.38,67.28
13,Doksum,66333.7,66.33
14,Bhangtar,64926.6,64.93
15,Rangjung,66346.33,66.35
