"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2021-08-16#StationRSP/KLRSP/L1Phuentsholing70104.8870.12Rinchending70185.3470.193Pasakha70238.9870.244Chimakothi71564.8771.565Lungtenzampa72024.9272.026Paro Town72021.7172.027Haa72765.3172.778Bajo Town72261.7772.269Beychu72485.2772.4910Samtse Town69651.6469.6511Sipsoo71258.3871.2612Gomtu69711.169.7113Gedu71155.7671.1614Lobesa72158.2372.1615Khuruthang72238.6972.2416Gasa73548.1573.55",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,70104.88,70.1
2,Rinchending,70185.34,70.19
3,Pasakha,70238.98,70.24
4,Chimakothi,71564.87,71.56
5,Lungtenzampa,72024.92,72.02
6,Paro Town,72021.71,72.02
7,Haa,72765.31,72.77
8,Bajo Town,72261.77,72.26
9,Beychu,72485.27,72.49
10,Samtse Town,69651.64,69.65
11,Sipsoo,71258.38,71.26
12,Gomtu,69711.1,69.71
13,Gedu,71155.76,71.16
14,Lobesa,72158.23,72.16
15,Khuruthang,72238.69,72.24
16,Gasa,73548.15,73.55
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2021-08-16#StationRSP/KLRSP/L1Phuentsholing70104.8870.12Rinchending70185.3470.193Pasakha70238.9870.244Chimakothi71564.8771.565Lungtenzampa72024.9272.026Paro Town72021.7172.027Haa72765.3172.778Bajo Town72261.7772.269Beychu72485.2772.4910Samtse Town69651.6469.6511Sipsoo71258.3871.2612Gomtu69711.169.7113Gedu71155.7671.1614Lobesa72158.2372.1615Khuruthang72238.6972.2416Gasa73548.1573.55",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,70104.88,70.1
2,Rinchending,70185.34,70.19
3,Pasakha,70238.98,70.24
4,Chimakothi,71564.87,71.56
5,Lungtenzampa,72024.92,72.02
6,Paro Town,72021.71,72.02
7,Haa,72765.31,72.77
8,Bajo Town,72261.77,72.26
9,Beychu,72485.27,72.49
10,Samtse Town,69651.64,69.65
11,Sipsoo,71258.38,71.26
12,Gomtu,69711.1,69.71
13,Gedu,71155.76,71.16
14,Lobesa,72158.23,72.16
15,Khuruthang,72238.69,72.24
16,Gasa,73548.15,73.55
