"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2021-04-16#StationRSP/KLRSP/L1Samdrup Jongkhar Gate64755.7364.762Nganglam Potonala64712.864.713Wamrong66301.3866.34Trashigang66477.966.485Trashiyangtse67470.6267.476Mongar67596.6367.67Gyelposing67508.9467.518Kanglung66740.1966.749Pemagatshel66144.7866.1410Lhuntse68093.7568.0911Jomotsangkha64755.7364.7612Autsho67722.4667.7213Doksum66772.0166.7714Bhangtar65363.6565.3615Rangjung66785.2366.79",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,64755.73,64.76
2,Nganglam Potonala,64712.8,64.71
3,Wamrong,66301.38,66.3
4,Trashigang,66477.9,66.48
5,Trashiyangtse,67470.62,67.47
6,Mongar,67596.63,67.6
7,Gyelposing,67508.94,67.51
8,Kanglung,66740.19,66.74
9,Pemagatshel,66144.78,66.14
10,Lhuntse,68093.75,68.09
11,Jomotsangkha,64755.73,64.76
12,Autsho,67722.46,67.72
13,Doksum,66772.01,66.77
14,Bhangtar,65363.65,65.36
15,Rangjung,66785.23,66.79
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2021-04-16#StationRSP/KLRSP/L1Samdrup Jongkhar Gate64755.7364.762Nganglam Potonala64712.864.713Wamrong66301.3866.34Trashigang66477.966.485Trashiyangtse67470.6267.476Mongar67596.6367.67Gyelposing67508.9467.518Kanglung66740.1966.749Pemagatshel66144.7866.1410Lhuntse68093.7568.0911Jomotsangkha64755.7364.7612Autsho67722.4667.7213Doksum66772.0166.7714Bhangtar65363.6565.3615Rangjung66785.2366.79",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,64755.73,64.76
2,Nganglam Potonala,64712.8,64.71
3,Wamrong,66301.38,66.3
4,Trashigang,66477.9,66.48
5,Trashiyangtse,67470.62,67.47
6,Mongar,67596.63,67.6
7,Gyelposing,67508.94,67.51
8,Kanglung,66740.19,66.74
9,Pemagatshel,66144.78,66.14
10,Lhuntse,68093.75,68.09
11,Jomotsangkha,64755.73,64.76
12,Autsho,67722.46,67.72
13,Doksum,66772.01,66.77
14,Bhangtar,65363.65,65.36
15,Rangjung,66785.23,66.79
