"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2021-09-01#StationRSP/KLRSP/L1Samdrup Jongkhar70098.570.12Wamrong71699.5971.73Trashigang71830.1671.834Trashiyangtse72865.6772.875Mongar72974.572.976Gyelposing72852.4372.857Kanglung72130.9672.138Pemagatshel71529.171.539Lhuntse73457.0673.4610Jomotsangkha70935.2270.9411Autsho73077.8873.0812Doksum72130.1972.1313Bhangtar70706.4270.7114Rangjung72150.5172.15",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,70098.5,70.1
2,Wamrong,71699.59,71.7
3,Trashigang,71830.16,71.83
4,Trashiyangtse,72865.67,72.87
5,Mongar,72974.5,72.97
6,Gyelposing,72852.43,72.85
7,Kanglung,72130.96,72.13
8,Pemagatshel,71529.1,71.53
9,Lhuntse,73457.06,73.46
10,Jomotsangkha,70935.22,70.94
11,Autsho,73077.88,73.08
12,Doksum,72130.19,72.13
13,Bhangtar,70706.42,70.71
14,Rangjung,72150.51,72.15
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2021-09-01#StationRSP/KLRSP/L1Samdrup Jongkhar70098.570.12Wamrong71699.5971.73Trashigang71830.1671.834Trashiyangtse72865.6772.875Mongar72974.572.976Gyelposing72852.4372.857Kanglung72130.9672.138Pemagatshel71529.171.539Lhuntse73457.0673.4610Jomotsangkha70935.2270.9411Autsho73077.8873.0812Doksum72130.1972.1313Bhangtar70706.4270.7114Rangjung72150.5172.15",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,70098.5,70.1
2,Wamrong,71699.59,71.7
3,Trashigang,71830.16,71.83
4,Trashiyangtse,72865.67,72.87
5,Mongar,72974.5,72.97
6,Gyelposing,72852.43,72.85
7,Kanglung,72130.96,72.13
8,Pemagatshel,71529.1,71.53
9,Lhuntse,73457.06,73.46
10,Jomotsangkha,70935.22,70.94
11,Autsho,73077.88,73.08
12,Doksum,72130.19,72.13
13,Bhangtar,70706.42,70.71
14,Rangjung,72150.51,72.15
