"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2021-08-16#StationRSP/KLRSP/L1Gelephu Town70973.0370.972Sarpang71096.1871.13Dagapela72831.8472.834Tsirang72374.1472.375Zhemgang75510.8575.516Trongsa74484.0674.487Bumthang75029.7275.038Dagana73365.973.379Lhamoizingkha75482.8275.4810Dangdung74515.674.5211Panbang72525.5672.5312Tingtibi72783.5772.78",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,70973.03,70.97
2,Sarpang,71096.18,71.1
3,Dagapela,72831.84,72.83
4,Tsirang,72374.14,72.37
5,Zhemgang,75510.85,75.51
6,Trongsa,74484.06,74.48
7,Bumthang,75029.72,75.03
8,Dagana,73365.9,73.37
9,Lhamoizingkha,75482.82,75.48
10,Dangdung,74515.6,74.52
11,Panbang,72525.56,72.53
12,Tingtibi,72783.57,72.78
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2021-08-16#StationRSP/KLRSP/L1Gelephu Town70973.0370.972Sarpang71096.1871.13Dagapela72831.8472.834Tsirang72374.1472.375Zhemgang75510.8575.516Trongsa74484.0674.487Bumthang75029.7275.038Dagana73365.973.379Lhamoizingkha75482.8275.4810Dangdung74515.674.5211Panbang72525.5672.5312Tingtibi72783.5772.78",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,70973.03,70.97
2,Sarpang,71096.18,71.1
3,Dagapela,72831.84,72.83
4,Tsirang,72374.14,72.37
5,Zhemgang,75510.85,75.51
6,Trongsa,74484.06,74.48
7,Bumthang,75029.72,75.03
8,Dagana,73365.9,73.37
9,Lhamoizingkha,75482.82,75.48
10,Dangdung,74515.6,74.52
11,Panbang,72525.56,72.53
12,Tingtibi,72783.57,72.78
