"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-10-01#StationRSP/KLRSP/L1Lobesa77710.8377.712Phuentsholing75501.7175.53Rinchending75582.1775.584Pasakha75635.8175.645Chimakothi77261.5777.266Chubachu77701.6977.77Paro Shaba77723.2577.728Haa78577.3878.589Wangdue Zero Point77800.2377.810Beychu78023.7378.0211Samtse Checkpost75046.9575.0512Sipsoo76688.7476.6913Pagli75106.6575.1114Gedu76857.976.8615Mitsina77710.8377.7116Khuruthang77770.277.7717Gasa79336.3679.3418Dorokha76473.6876.4719Langdru (Khasadrapchu)77549.7177.5520Chanzamtok77701.6977.721Gomtu Phuentshopelri75106.6575.1122Motithang77701.6977.723Lungtenzampa77701.6977.724Olakha77701.6977.725Samtse Town75046.9575.0526Langlitsawa78023.7378.0227Gomtu75106.6575.1128Phuentsholing Truck Parking75501.7175.529Phuentsholing Dungkhag Office75501.7175.530Phuentsholing Near MDP75501.7175.5",,,
"#",Station,RSP/KL,RSP/L
1,Lobesa,77710.83,77.71
2,Phuentsholing,75501.71,75.5
3,Rinchending,75582.17,75.58
4,Pasakha,75635.81,75.64
5,Chimakothi,77261.57,77.26
6,Chubachu,77701.69,77.7
7,Paro Shaba,77723.25,77.72
8,Haa,78577.38,78.58
9,Wangdue Zero Point,77800.23,77.8
10,Beychu,78023.73,78.02
11,Samtse Checkpost,75046.95,75.05
12,Sipsoo,76688.74,76.69
13,Pagli,75106.65,75.11
14,Gedu,76857.9,76.86
15,Mitsina,77710.83,77.71
16,Khuruthang,77770.2,77.77
17,Gasa,79336.36,79.34
18,Dorokha,76473.68,76.47
19,Langdru (Khasadrapchu),77549.71,77.55
20,Chanzamtok,77701.69,77.7
21,Gomtu Phuentshopelri,75106.65,75.11
22,Motithang,77701.69,77.7
23,Lungtenzampa,77701.69,77.7
24,Olakha,77701.69,77.7
25,Samtse Town,75046.95,75.05
26,Langlitsawa,78023.73,78.02
27,Gomtu,75106.65,75.11
28,Phuentsholing Truck Parking,75501.71,75.5
29,Phuentsholing Dungkhag Office,75501.71,75.5
30,Phuentsholing Near MDP,75501.71,75.5
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-10-01#StationRSP/KLRSP/L1Lobesa77710.8377.712Phuentsholing75501.7175.53Rinchending75582.1775.584Pasakha75635.8175.645Chimakothi77261.5777.266Chubachu77701.6977.77Paro Shaba77723.2577.728Haa78577.3878.589Wangdue Zero Point77800.2377.810Beychu78023.7378.0211Samtse Checkpost75046.9575.0512Sipsoo76688.7476.6913Pagli75106.6575.1114Gedu76857.976.8615Mitsina77710.8377.7116Khuruthang77770.277.7717Gasa79336.3679.3418Dorokha76473.6876.4719Langdru (Khasadrapchu)77549.7177.5520Chanzamtok77701.6977.721Gomtu Phuentshopelri75106.6575.1122Motithang77701.6977.723Lungtenzampa77701.6977.724Olakha77701.6977.725Samtse Town75046.9575.0526Langlitsawa78023.7378.0227Gomtu75106.6575.1128Phuentsholing Truck Parking75501.7175.529Phuentsholing Dungkhag Office75501.7175.530Phuentsholing Near MDP75501.7175.5",,,
"#",Station,RSP/KL,RSP/L
1,Lobesa,77710.83,77.71
2,Phuentsholing,75501.71,75.5
3,Rinchending,75582.17,75.58
4,Pasakha,75635.81,75.64
5,Chimakothi,77261.57,77.26
6,Chubachu,77701.69,77.7
7,Paro Shaba,77723.25,77.72
8,Haa,78577.38,78.58
9,Wangdue Zero Point,77800.23,77.8
10,Beychu,78023.73,78.02
11,Samtse Checkpost,75046.95,75.05
12,Sipsoo,76688.74,76.69
13,Pagli,75106.65,75.11
14,Gedu,76857.9,76.86
15,Mitsina,77710.83,77.71
16,Khuruthang,77770.2,77.77
17,Gasa,79336.36,79.34
18,Dorokha,76473.68,76.47
19,Langdru (Khasadrapchu),77549.71,77.55
20,Chanzamtok,77701.69,77.7
21,Gomtu Phuentshopelri,75106.65,75.11
22,Motithang,77701.69,77.7
23,Lungtenzampa,77701.69,77.7
24,Olakha,77701.69,77.7
25,Samtse Town,75046.95,75.05
26,Langlitsawa,78023.73,78.02
27,Gomtu,75106.65,75.11
28,Phuentsholing Truck Parking,75501.71,75.5
29,Phuentsholing Dungkhag Office,75501.71,75.5
30,Phuentsholing Near MDP,75501.71,75.5
