"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2021-06-01#StationRSP/KLRSP/L1Gelephu Town65549.865.552Sarpang65663.3965.663Dagapela67367.8467.374Tsirang66904.7266.95Zhemgang70035.2870.046Trongsa69011.1769.017Bumthang69528.3669.538Dagana67891.6867.899Lhamoizingkha69427.969.4310Dangdung69068.7169.0711Panbang67102.3367.112Tingtibi67347.8467.35",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,65549.8,65.55
2,Sarpang,65663.39,65.66
3,Dagapela,67367.84,67.37
4,Tsirang,66904.72,66.9
5,Zhemgang,70035.28,70.04
6,Trongsa,69011.17,69.01
7,Bumthang,69528.36,69.53
8,Dagana,67891.68,67.89
9,Lhamoizingkha,69427.9,69.43
10,Dangdung,69068.71,69.07
11,Panbang,67102.33,67.1
12,Tingtibi,67347.84,67.35
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2021-06-01#StationRSP/KLRSP/L1Gelephu Town65549.865.552Sarpang65663.3965.663Dagapela67367.8467.374Tsirang66904.7266.95Zhemgang70035.2870.046Trongsa69011.1769.017Bumthang69528.3669.538Dagana67891.6867.899Lhamoizingkha69427.969.4310Dangdung69068.7169.0711Panbang67102.3367.112Tingtibi67347.8467.35",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,65549.8,65.55
2,Sarpang,65663.39,65.66
3,Dagapela,67367.84,67.37
4,Tsirang,66904.72,66.9
5,Zhemgang,70035.28,70.04
6,Trongsa,69011.17,69.01
7,Bumthang,69528.36,69.53
8,Dagana,67891.68,67.89
9,Lhamoizingkha,69427.9,69.43
10,Dangdung,69068.71,69.07
11,Panbang,67102.33,67.1
12,Tingtibi,67347.84,67.35
