"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2021-08-16#StationRSP/KLRSP/L1Ramtokto7196171.96",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,71961,71.96
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2021-08-16#StationRSP/KLRSP/L1Ramtokto7196171.96",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,71961,71.96
