"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2021-07-01#StationRSP/KLRSP/L1Samdrup Jongkhar Gate69674.7269.672Nganglam Potonala69631.869.633Wamrong71271.4171.274Trashigang71405.6271.415Trashiyangtse72437.7572.446Mongar72547.9472.557Gyelposing72428.672.438Kanglung71703.3771.79Pemagatshel71102.0271.110Lhuntse73031.6573.0311Jomotsangkha69674.7269.6712Autsho72653.0972.6513Doksum71705.1971.7114Bhangtar70282.6470.2815Rangjung71724.9571.72",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,69674.72,69.67
2,Nganglam Potonala,69631.8,69.63
3,Wamrong,71271.41,71.27
4,Trashigang,71405.62,71.41
5,Trashiyangtse,72437.75,72.44
6,Mongar,72547.94,72.55
7,Gyelposing,72428.6,72.43
8,Kanglung,71703.37,71.7
9,Pemagatshel,71102.02,71.1
10,Lhuntse,73031.65,73.03
11,Jomotsangkha,69674.72,69.67
12,Autsho,72653.09,72.65
13,Doksum,71705.19,71.71
14,Bhangtar,70282.64,70.28
15,Rangjung,71724.95,71.72
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2021-07-01#StationRSP/KLRSP/L1Samdrup Jongkhar Gate69674.7269.672Nganglam Potonala69631.869.633Wamrong71271.4171.274Trashigang71405.6271.415Trashiyangtse72437.7572.446Mongar72547.9472.557Gyelposing72428.672.438Kanglung71703.3771.79Pemagatshel71102.0271.110Lhuntse73031.6573.0311Jomotsangkha69674.7269.6712Autsho72653.0972.6513Doksum71705.1971.7114Bhangtar70282.6470.2815Rangjung71724.9571.72",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,69674.72,69.67
2,Nganglam Potonala,69631.8,69.63
3,Wamrong,71271.41,71.27
4,Trashigang,71405.62,71.41
5,Trashiyangtse,72437.75,72.44
6,Mongar,72547.94,72.55
7,Gyelposing,72428.6,72.43
8,Kanglung,71703.37,71.7
9,Pemagatshel,71102.02,71.1
10,Lhuntse,73031.65,73.03
11,Jomotsangkha,69674.72,69.67
12,Autsho,72653.09,72.65
13,Doksum,71705.19,71.71
14,Bhangtar,70282.64,70.28
15,Rangjung,71724.95,71.72
