"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-07-16#StationRSP/KLRSP/L1Ramtokto77102.5577.1",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,77102.55,77.1
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-07-16#StationRSP/KLRSP/L1Ramtokto77102.5577.1",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,77102.55,77.1
