"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2021-11-01#StationRSP/KLRSP/L1Gelephu Town78974.9178.972Sarpang79334.7579.333Dagapela80731.380.734Tsirang8026080.265Zhemgang83381.2683.386Trongsa82361.1982.367Bumthang82835.3282.848Dagana81239.6781.249Lhamoizingkha81934.2481.9310Dangdung82458.0582.4611Panbang80527.4480.5312Tingtibi80754.0580.75",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,78974.91,78.97
2,Sarpang,79334.75,79.33
3,Dagapela,80731.3,80.73
4,Tsirang,80260,80.26
5,Zhemgang,83381.26,83.38
6,Trongsa,82361.19,82.36
7,Bumthang,82835.32,82.84
8,Dagana,81239.67,81.24
9,Lhamoizingkha,81934.24,81.93
10,Dangdung,82458.05,82.46
11,Panbang,80527.44,80.53
12,Tingtibi,80754.05,80.75
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2021-11-01#StationRSP/KLRSP/L1Gelephu Town78974.9178.972Sarpang79334.7579.333Dagapela80731.380.734Tsirang8026080.265Zhemgang83381.2683.386Trongsa82361.1982.367Bumthang82835.3282.848Dagana81239.6781.249Lhamoizingkha81934.2481.9310Dangdung82458.0582.4611Panbang80527.4480.5312Tingtibi80754.0580.75",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,78974.91,78.97
2,Sarpang,79334.75,79.33
3,Dagapela,80731.3,80.73
4,Tsirang,80260,80.26
5,Zhemgang,83381.26,83.38
6,Trongsa,82361.19,82.36
7,Bumthang,82835.32,82.84
8,Dagana,81239.67,81.24
9,Lhamoizingkha,81934.24,81.93
10,Dangdung,82458.05,82.46
11,Panbang,80527.44,80.53
12,Tingtibi,80754.05,80.75
