"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,41467.69,41.47
2,Sarpang,41799.54,41.8
3,Dagapela,43104.69,43.1
4,Tsirang,42617.53,42.62
5,Zhemgang,43306.99,43.31
6,Trongsa,44279.42,44.28
7,Bumthang,45099.3,45.1
8,Dagana,43583.12,43.58
9,Lhamoizingkha,42473.95,42.47
10,Dangdung,44881.54,44.88
11,Panbang,43020.22,43.02
12,Tingtibi,42633.53,42.63
