"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2021-06-16#StationRSP/KLRSP/L1Ramtokto70533.2170.53",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,70533.21,70.53
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2021-06-16#StationRSP/KLRSP/L1Ramtokto70533.2170.53",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,70533.21,70.53
