"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2022-03-16#StationRSP/KLRSP/L1Samdrup Jongkhar94489.6694.492Wamrong96343.8696.343Trashigang96264.696.264Trashiyangtse97495.5197.55Mongar97525.8897.536Gyelposing97246.997.257Kanglung96741.2596.748Pemagatshel96109.9496.119Lhuntse97942.0197.9410Jomotsangkha95335.3895.3411Autsho97526.7597.5312Doksum96582.7596.5813Bhangtar95097.5895.114Rangjung96644.4896.64",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,94489.66,94.49
2,Wamrong,96343.86,96.34
3,Trashigang,96264.6,96.26
4,Trashiyangtse,97495.51,97.5
5,Mongar,97525.88,97.53
6,Gyelposing,97246.9,97.25
7,Kanglung,96741.25,96.74
8,Pemagatshel,96109.94,96.11
9,Lhuntse,97942.01,97.94
10,Jomotsangkha,95335.38,95.34
11,Autsho,97526.75,97.53
12,Doksum,96582.75,96.58
13,Bhangtar,95097.58,95.1
14,Rangjung,96644.48,96.64
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2022-03-16#StationRSP/KLRSP/L1Samdrup Jongkhar94489.6694.492Wamrong96343.8696.343Trashigang96264.696.264Trashiyangtse97495.5197.55Mongar97525.8897.536Gyelposing97246.997.257Kanglung96741.2596.748Pemagatshel96109.9496.119Lhuntse97942.0197.9410Jomotsangkha95335.3895.3411Autsho97526.7597.5312Doksum96582.7596.5813Bhangtar95097.5895.114Rangjung96644.4896.64",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,94489.66,94.49
2,Wamrong,96343.86,96.34
3,Trashigang,96264.6,96.26
4,Trashiyangtse,97495.51,97.5
5,Mongar,97525.88,97.53
6,Gyelposing,97246.9,97.25
7,Kanglung,96741.25,96.74
8,Pemagatshel,96109.94,96.11
9,Lhuntse,97942.01,97.94
10,Jomotsangkha,95335.38,95.34
11,Autsho,97526.75,97.53
12,Doksum,96582.75,96.58
13,Bhangtar,95097.58,95.1
14,Rangjung,96644.48,96.64
