"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-07-16#StationRSP/KLRSP/L1Phuentsholing74985.4274.992Rinchending75056.5275.063Pasakha75119.5275.124Chimakothi76738.9776.745Lungtenzampa77022.4677.026Paro Town77200.5477.27Haa78052.3478.058Bajo Town77280.9677.289Beychu77504.4677.510Samtse Town74531.0774.5311Sipsoo76171.7476.1712Gomtu74590.6774.5913Gedu76335.1876.3414Lobesa77170.6277.1715Khuruthang77251.0877.2516Gasa78811.8278.81",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,74985.42,74.99
2,Rinchending,75056.52,75.06
3,Pasakha,75119.52,75.12
4,Chimakothi,76738.97,76.74
5,Lungtenzampa,77022.46,77.02
6,Paro Town,77200.54,77.2
7,Haa,78052.34,78.05
8,Bajo Town,77280.96,77.28
9,Beychu,77504.46,77.5
10,Samtse Town,74531.07,74.53
11,Sipsoo,76171.74,76.17
12,Gomtu,74590.67,74.59
13,Gedu,76335.18,76.34
14,Lobesa,77170.62,77.17
15,Khuruthang,77251.08,77.25
16,Gasa,78811.82,78.81
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-07-16#StationRSP/KLRSP/L1Phuentsholing74985.4274.992Rinchending75056.5275.063Pasakha75119.5275.124Chimakothi76738.9776.745Lungtenzampa77022.4677.026Paro Town77200.5477.27Haa78052.3478.058Bajo Town77280.9677.289Beychu77504.4677.510Samtse Town74531.0774.5311Sipsoo76171.7476.1712Gomtu74590.6774.5913Gedu76335.1876.3414Lobesa77170.6277.1715Khuruthang77251.0877.2516Gasa78811.8278.81",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,74985.42,74.99
2,Rinchending,75056.52,75.06
3,Pasakha,75119.52,75.12
4,Chimakothi,76738.97,76.74
5,Lungtenzampa,77022.46,77.02
6,Paro Town,77200.54,77.2
7,Haa,78052.34,78.05
8,Bajo Town,77280.96,77.28
9,Beychu,77504.46,77.5
10,Samtse Town,74531.07,74.53
11,Sipsoo,76171.74,76.17
12,Gomtu,74590.67,74.59
13,Gedu,76335.18,76.34
14,Lobesa,77170.62,77.17
15,Khuruthang,77251.08,77.25
16,Gasa,78811.82,78.81
