"#",Station,RSP/KL,RSP/L
1,Gelephu Town,51281.39,51.28
2,Sarpang,51345.58,51.35
3,Dagapela,52888.71,52.89
4,Tsirang,52397.61,52.4
5,Zhemgang,55496.39,55.5
6,Trongsa,54486.09,54.49
7,Bumthang,54856.11,54.86
8,Dagana,53359.69,53.36
9,Lhamoizingkha,54515.41,54.52
10,Dangdung,54678.01,54.68
11,Panbang,52833.92,52.83
12,Tingtibi,53014.83,53.01
