"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2022-04-01#StationRSP/KLRSP/L1Samdrup Jongkhar100144.11100.142Wamrong101770.19101.773Trashigang101880.04101.884Trashiyangtse102934.85102.935Mongar103035.93103.046Gyelposing102898.37102.97Kanglung102198.2102.28Pemagatshel101593.44101.599Lhuntse103511.93103.5110Jomotsangkha100987.76100.9911Autsho103129.18103.1312Doksum102173.81102.1713Bhangtar100752.03100.7514Rangjung102206.27102.21",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,100144.11,100.14
2,Wamrong,101770.19,101.77
3,Trashigang,101880.04,101.88
4,Trashiyangtse,102934.85,102.93
5,Mongar,103035.93,103.04
6,Gyelposing,102898.37,102.9
7,Kanglung,102198.2,102.2
8,Pemagatshel,101593.44,101.59
9,Lhuntse,103511.93,103.51
10,Jomotsangkha,100987.76,100.99
11,Autsho,103129.18,103.13
12,Doksum,102173.81,102.17
13,Bhangtar,100752.03,100.75
14,Rangjung,102206.27,102.21
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2022-04-01#StationRSP/KLRSP/L1Samdrup Jongkhar100144.11100.142Wamrong101770.19101.773Trashigang101880.04101.884Trashiyangtse102934.85102.935Mongar103035.93103.046Gyelposing102898.37102.97Kanglung102198.2102.28Pemagatshel101593.44101.599Lhuntse103511.93103.5110Jomotsangkha100987.76100.9911Autsho103129.18103.1312Doksum102173.81102.1713Bhangtar100752.03100.7514Rangjung102206.27102.21",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,100144.11,100.14
2,Wamrong,101770.19,101.77
3,Trashigang,101880.04,101.88
4,Trashiyangtse,102934.85,102.93
5,Mongar,103035.93,103.04
6,Gyelposing,102898.37,102.9
7,Kanglung,102198.2,102.2
8,Pemagatshel,101593.44,101.59
9,Lhuntse,103511.93,103.51
10,Jomotsangkha,100987.76,100.99
11,Autsho,103129.18,103.13
12,Doksum,102173.81,102.17
13,Bhangtar,100752.03,100.75
14,Rangjung,102206.27,102.21
